Source	Sink	Source_Followings	Source_Followers	Sink_Followers
847623	1827870	139	62	3
3587572	4806583	1100	37	1
3506357	2449910	261	32	4
3440503	1311723	290	55	3
1281620	514579	230	31	1
1279976	714950	369	3	1
3682961	4815661	104	37	2
5271	3809584	3	2	1
4032817	3522655	29	10	74
1863329	1938110	473	235	10
3226910	3844205	31	6	1
3863143	2281893	8	41	1
1937165	1927844	17	5	11
2724971	2120858	953	34	1
1730094	3410988	619	70	2
2862019	4734421	55	853	1
693345	1590636	166	19	1
3163398	1888354	836	60	7
3962969	1883577	67	4	6
4057435	641961	421	41	1
3633734	2217446	41	9	1
2605827	2215426	0	2	1
4644998	1210426	264	83	1
4182770	4419059	66	139	1
2808935	2695736	153	40	1
4232730	4115051	77	122	1
939638	367122	588	67	1
3437068	3864579	1595	294	3
2405109	2255789	40	40	1
2190283	657325	0	12	1
1343804	4423632	867	207	1
4622190	324805	9	3	1
3703225	2937819	629	92	1
1507880	4523070	24	4	5
1276253	378103	46537	406	1
1292661	1684279	887	57	1
1037166	2044260	461	73	13
2453065	412673	167	55	1
187866	3786605	261	36	1
2975042	773231	10	9	1
4454821	3894312	1119	85	1
2769277	902349	747	207	1
3253453	436129	891	194	2
941726	1700560	400	45	2
4370845	3992468	56	16	1
3660889	883800	1767	357	2
4322182	2767824	3533	83	1
4120497	487772	187	25	86
1767687	2073387	289	148	2
1400713	2216219	421	51	5
3003447	4097015	170	84	3
3437949	98741	32	3	1
1412630	3733475	2177	217	1
1230589	3937397	516	122	1
3295421	1721844	193	95	1
4302572	223791	82	22	3
1285213	2521846	298	21	1
4552182	3479187	1144	371	13
696076	1333669	184	15	26
1582015	2004199	67	62	1
3666373	752644	9	4	1
3383846	1864965	57	9	1
2854973	2320246	55	10	10
2887584	3412283	110	21	9
4867036	1975111	103	8	1
1270944	312830	559	70	1
2428551	899807	242	10	5
1639434	4793509	8052	585	1
2632027	3239754	82	48	1
1156871	3946040	2	23	1
1737237	176271	0	3	1
4150521	4405915	0	2	2
3780697	2527666	16	7	6
4798603	3188200	970	168	1
2642078	3237732	98	12	2
4131275	1911701	297	522	2
3054732	4538228	4244	309	2
4433539	1332624	1640	165	7
4143940	4131031	416	49	2
1479093	4787948	606	47	1
1642549	1211949	166	67	1
4505539	743729	0	3	1
3698324	4002803	836	111	8
2761649	4619536	54	15	2
3005081	1503235	97	27	1
3059163	710423	150	17	1
4085021	1805802	42	15	1
2087694	1029265	151	4	3
3468158	3448329	188	11	2
3415312	102688	20	20	2
905894	3078670	1160	268	1
4135230	4324255	126	10	12
1776854	3598031	105	14	3
4362986	3547419	219	53	7
113679	2314493	53	2	4
2837948	320940	1318	83	1
4007870	1324822	124	15	1
2197118	3225503	189	6	3
1947066	3586073	479	26	24
1783006	2322269	16	4	1
1331474	3512756	484	91	1
1877681	3350110	1821	166	9
4299705	1840538	198	31	2
4130930	3494308	268	48	1
4309861	3706666	29	20	1
2338173	3091458	260	9	1
1723291	4442674	442	64	7
2017931	2532694	110	4	2
4684193	2333213	183	7	4
1276957	2409378	155	58	1
598366	2866046	182	16	1
1978179	2059981	996	50	1
1281156	2572012	194	21	6
3509903	1109663	511814	1520	1
2715343	584866	99	9	5
3145562	2527277	384	23	2
1322025	183385	22	22	1
696076	3835113	184	15	1
2327243	480213	183	52	1
4002512	994372	33	18	2
1748101	2851112	17	8	1
829726	3044016	930	211	1
1926532	1945087	9126	335	233
1671520	3281761	37	26	1
454035	3659578	164	41	2
1899867	4758556	10	19	1
1621187	1490078	1810	165	1
4527629	3188417	297	63	1
401683	3786450	117	2	1
3973293	1574962	2786	324	1
573281	911125	1988	139	1
4739361	320008	259	32	1
3290983	3837693	217	24	1
4731914	3147924	1884	257	2
4776901	3137613	121	11	1
72159	889183	2035	159	1
263349	3232732	0	28	1
2755750	2540588	792	57	1
1793537	1949359	110	55	1
4267961	2653533	1438	288	2
3137585	1817066	77358	1196	1
3215556	10252	497	99	2
1533314	1823477	6005	360	1
3911304	2014467	980	87	1
2817165	1914885	46	35	2
581046	3442373	171	13	3
804611	467283	249	290	10
2539531	1196009	40	6	2
3846098	1931910	63	3	1
406590	1987727	11	4	5
1973082	202178	18913	1036	1
690695	4104467	133	79	1
1258587	1750512	4	164	2
2313761	2901450	661	69	1
1267988	1484269	792	71	2
1953803	2477883	0	76	2
3928875	3372412	197	88	1
1406736	4682683	1818	296	1
72834	2802318	38	21	5
2128938	2574230	98	22	1
2353951	847945	162	29	9
4635239	642608	358	88	1
1831296	3033844	113	23	1
2860962	2937609	27	564	1
3950841	568324	24	3	4
760383	4154167	24	4	1
2733558	3101804	116	18	1
470458	3019862	124	15	1
873006	988437	33629	375	1
3066166	3511603	3912	100	1
3413205	3622536	43	13	1
1183737	2225812	177	17	1
80085	3869933	2923	75	1
1710856	1103721	3118	311	9
1859872	4297771	2153	184	1
2243334	2174876	25	1	1
3278741	63649	28	14	4
4505009	1362540	524	46	1
4052781	1148183	12	24	1
4408153	3067067	1127	58	5
3443231	4664608	29	2	7
3703479	198888	393	47	4
154976	2972615	20	50	82
3069749	720592	469	33	4
2506636	2207074	36	4	3
1161340	990627	18	5	1
2808839	2083090	60	44	1
613171	2903239	90	26	1
3654276	796410	3510	153	1
4012459	2878559	39	21	2
3806170	1960499	137	53	1
1227555	4489400	53	3	2
2248686	1962795	1935	168	1
2503649	3514333	111	10	1
1725968	2444281	33	10	1
4144514	2475680	143	14	66
3429484	1567814	103	5	1
25053	2921242	44	5	1
2976684	932443	3757	254	1
666212	2113838	0	3	1
3126437	2184532	96	43	1
1492795	2204451	0	3	1
1960841	2129734	217	21	1
2913003	2724120	85	33	1
4205424	1084661	155	93	18
444543	277095	179	13	1
1988347	3980140	3658	205	1
567973	1990038	440	91	17
1671411	2171403	62	21	1
1101986	3702122	182	3	2
609281	4357291	71	1	2
1810692	4199142	212	23	1
4221623	4224771	185	92	1
2886881	583396	632	166	1
4287440	2020861	274	18	1
2582543	1611945	12	23	1
105947	831379	92	11	1
2968010	236753	93	3	1
2963682	3174486	181	41	1
1948799	764274	120	11	12
1173664	2982867	80	12	1
4456259	4275066	180	27	3
412067	4257139	690	86	2
4815553	4328893	17	4	1
4336001	1681745	433	30	39
1023512	1169057	38	4	1
1939936	2948923	128	26	2
2901076	1752589	724	626	1
3090222	1013958	274	18	3
4029906	1679357	46	110	1
2205801	2277963	16	2	3
3145562	4138325	384	23	7
2588802	993033	245	14	4
3856660	1183503	327	71	2
2059990	2182614	340	69	6
497713	3728614	109	17	1
2579366	1341874	28	48	2
3004174	752887	5544	258	5
2466503	1569178	27	12	2
1854367	3892186	150	25	1
1123050	1510025	17	8	1
994736	2331039	101	7	1
3280423	3567126	3	2	1
1775976	292157	290	43	1
180302	3470468	1995	25	2
849013	635225	124	16	1
2124461	3615153	0	1	2
3028917	2426905	253	20	1
3845106	2811631	27	4	2
3457077	747116	1911	200	1
3284433	4417618	63	4	4
837338	2239492	107	49	1
3792884	1878166	91	39	1
4759640	721426	127	6	1
2269765	3197251	293	22	2
3135652	837526	89	9	4
1831299	1613110	1199	108	1
265357	2460601	10	244	2
4195128	1591085	113	14	1
4195951	241622	3154	54	2
1037743	3834293	43	24	2
4636722	274502	568	85	1
1072449	3362496	41	8	15
1695288	2917157	109	37	1
2295372	561248	317	29	1
4516604	1780500	13312	313	1
953297	937624	347	82	1
502082	829632	16427	588	137
1159599	1139468	91	15	3
1522403	3103526	1177	142	1
4487670	3655638	827	222	1
3815851	593938	179	80	1
2832140	2497842	53	75	4
655379	4488017	398	22	11
3541384	842434	47	16	1
4102091	1792041	23	4	1
1116305	1315895	95	6	1
4092627	1976485	648	61	1
3155006	744784	103	70	3
2046648	1607770	150	39	1
2487511	2503297	0	184	1
2034168	568831	131	19	6
620675	605931	164	11	1
3411859	3073290	40	23	3
2889711	1207504	224	25	1
2579656	2963003	25	7	2
4131768	1639352	116	9	1
1181722	1683358	36	22	2
2716045	1047362	5	3	1
3259317	3427993	169	43	1
3580162	1224579	53	29	1
2842893	508971	111	10	1
2363016	3995347	373	18	1
4801471	272845	17978	575	2
3455396	4747977	54	10	2
15030	135583	205	34	1
2095896	542497	227	47	2
3175020	1433167	213	25	2
2514761	1186667	2367	197	1
1637804	4041819	43	9	1
992014	3959801	62	11	7
507388	1329525	596	62	1
1794526	3454548	1728	167	3
528463	1582900	782	40	1
4642913	568283	1181	182	1
1518013	2410102	1	65	2
466267	3146837	326	22	1
3094189	2066955	1031	7	1
1513220	2484088	12	4	1
493104	2762951	1606	33	1
1982423	901061	34	8	1
4249273	3662440	3061	224	1
2437433	3365914	134	168	1
3140664	630158	16106	268	2
241332	3135026	2084	446	2
1125391	1097729	36	9	3
2638491	732858	646	135	1
4123892	1866142	381	45	1
3814106	3450655	1142	161	9
2482824	2100055	497	117	4
1725831	1721255	107	15	1
520611	4587181	689	67	18
3419162	3392622	21	7	2
1103194	4054325	191	18	1
2104619	4247559	692	197	47
625351	3900865	46	3	1
1645456	759065	64	11	2
3676295	4749869	70882	373	6
2322925	2316359	63	49	1
883775	4679571	2407	202	1
4777233	3850732	149	18	1
1716384	213451	183	360	5
4355655	1027875	89	10	1
1294257	380445	159	63	1
1305446	673728	72	3	2
2399369	2200862	855	70	1
2492402	3557482	1776	336	6
1741463	4761060	222	21	1
4277687	4196202	27	4	1
1528295	2798677	24	10	1
4386719	222120	10	2	2
3160719	3873790	0	1	1
3461425	596428	123	1	1
294517	3683279	96	45	1
3438895	4475222	484	233	2
1055507	1379918	215	8	2
1555108	3410351	401	22	6
3846144	2123357	206	40	1
45028	465166	2019	242	3
2472269	3247304	816	99	1
3804751	600894	615	24	1
4086455	1797211	1446	167	1
3780272	3663288	224	20	1
4119505	3816613	1989	342	1
862136	4491679	43	2	29
4321468	4192655	1844	380	1
930038	4813531	140	58	1
889255	469334	64	17	1
4120770	2903316	148	58	1
3324434	120737	8	5	2
3150607	1151042	32	13	1
2276431	2689119	100	59	1
1196156	2660918	13	85	2
1292949	704486	42	19	1
3803324	1537987	189	2	1
3997950	1045678	41	18	1
335993	4176970	0	3	1
964645	434241	4	2	10
3022422	3061305	48	13	1
3661255	3327477	62	80	1
1713747	4637182	236	87	3
1075043	519123	137	17	4
1328066	4850659	431	52	1
807217	205275	0	17	1
4350704	2074268	0	1	4
1849136	113503	724	33	1
4103278	3479569	39	9	1
3407150	1255469	661	41	1
2891953	414760	311	251	1
2492402	77646	1776	336	4
732727	4299461	190	13	1
2943737	3966024	86	13	3
2024200	2928639	235	111	1
3683258	652781	1770	130	1
4458089	2054475	42	41	1
3631587	1765151	550	46	14
2326927	4117536	370	60	1
769539	1395206	234	85	1
3002746	4053466	3845	285	3
1802879	2742219	52	1	1
2211789	2466437	0	2	1
299042	2622778	125	68	1
196047	2170025	79	20	1
2539663	363624	12	3	1
3375012	3712534	151	27	1
4167572	4486012	6922	81	3
536759	440966	95	13	2
3110816	3446411	134	40	1
3733307	1866746	142	21	2
3563389	2431874	65	28	1
2042461	232438	76	23	1
3586502	2186862	1519	145	3
4717354	1381106	7	5	1
4323262	3038100	186	1150	2
1848480	2405555	16	32	2
1812703	4647872	33	9	1
1481421	2919393	55	9	1
3114021	1979813	36	20	2
3403719	3482488	448	27	1
2675371	2834053	66	11	4
283814	484292	196	17	1
4842955	3598480	93	67	1
4201715	3833331	1107	259	1
3998909	2512089	31	18	13
630890	1144512	1	1	1
2574058	2530672	28	62	2
1159110	4339467	0	5	1
679661	2086913	73	50	17
296476	4268952	295	112	2
2902190	1092192	224	73	3
2900246	2624680	248	29	1
206918	2868277	317	72	1
267682	3908303	461	47	1
3132361	3211928	70	20	6
4784135	994917	1364	2	1
3982632	2362801	2	2	2
380771	199410	0	1	1
1575397	3249424	0	1	6
1647548	1826209	84	28	16
492385	1457267	230	21	3
1592034	1032716	9	3	2
1682031	1897097	437	90	2
2124635	4819222	174	57	1
3198232	3715962	65	10	8
370130	3438251	1619	30	1
1346693	810294	1033	107	1
612789	1829110	190	38	4
462298	582776	10931	414	2
4714568	3388779	13	1	4
1457977	1198179	143	15	1
4533936	3342241	154	42	2
2355986	132299	100	35	1
2176054	1610428	35	11	1
4318582	2104112	237	5	1
2866455	1130485	239	21	1
4365938	3356792	10360	250	3
3249379	661493	522	24	1
880992	4152099	0	4	3
951323	2122337	383	37	2
2111786	3546411	28	7	67
1847871	3331179	117	190	52
1916100	2488706	26	32	3
858951	1328920	17	13	1
3691520	3351016	9121	532	1
3786809	735152	53	4	2
2661113	3368450	416	39	1
1567691	777444	0	2	2
1809440	1615222	1743	48	1
3709024	743350	101	21	3
2097472	3282871	83	27	1
2945264	408271	1522	27	22
196521	4477373	11268	1138	1
4630540	1005510	14	9	1
1272576	3946049	188	24	1
2854737	4206399	635	747	1
4864827	4595780	337	101	1
1501723	2975530	56	20	5
467339	4069948	51	21	1
4479145	928705	10	6	2
3963149	431622	485	33	1
1310598	4014595	1373	110	49
497356	4495382	247	42	1
310278	876577	556	37	1
631210	110652	27	14	1
2296460	2270105	3632	91	2
3925994	1411280	326	55	45
852813	2494539	96	16	1
2601848	3602602	0	1	3
2361283	656572	392	11	1
153871	3686246	3890	333	2
4565414	2583173	130	128	1
1603718	3587648	5	258	1
3629404	1417822	6679	185	1
535777	2664128	361	16	2
148897	1102753	0	1	1
3361164	2168398	49	3	11
1428773	4020944	47	10	1
3949049	944904	144	33	1
1462439	2556139	5847	775	1
1633022	128244	23529	243	6
2198338	3687908	824	72	1
1585197	4830264	810	71	94
2534882	1765205	1	1	2
3276532	3427226	411	26	3
3845148	347662	3926	44	1
412871	3263048	31	8	1
3343239	1662960	37	44	4
236728	2599321	628	86	1
2433535	136094	38	1	1
3860873	2532498	291	37	54
3751940	1916919	90	3	1
688973	1068568	3	8	62
277804	4261422	168	199	1
2798502	4315603	33	8	1
1923134	742921	38	14	2
4361025	4688509	22	2	1
434122	1831431	71	13	1
775349	4510681	931	605	1
124805	4331054	70	9	18
3581640	1103264	392	77	1
886472	2558711	0	1	1
3900299	2392725	47	12	45
1982801	3120191	159	99	1
4082943	2649614	688	73	1
485082	4114685	196	13	3
1550672	1653302	2326	18	1
287627	4702447	149	18	2
1545035	2814333	428	121	1
1000391	3181218	0	2	1
1704301	343467	190	83	1
2711285	3992113	140	70	4
1054020	3276282	723	237	28
1792979	114191	1073	76	1
3999802	4463971	290	22	1
2654891	4447232	102	17	1
3633019	1802352	32317	745	2
4150391	4277097	0	4	1
1256733	258582	10	4	4
1180558	3254314	214	7	2
1378870	1146976	36	4	1
941151	3421640	62	43	1
3500461	324418	265	27	18
3513900	4421532	1807	280	1
4114692	501986	1883	113	2
1632616	2628448	1961	218	1
382042	2145331	50	20	3
4502881	4218759	205	25	1
2885086	2841974	65	8	1
1315278	71600	377	224	4
1324035	3110149	532	163	2
1771898	2801791	497	102	2
4013053	2082146	1779	33	1
4241326	1987784	111	406	21
4583480	4099956	477	11	2
3233147	2111107	44	19	3
3902791	3666132	22	289	2
4107348	2329508	57	41	2
196412	659352	320	28	1
2444581	1700972	44	202	2
2476549	258792	3068	266	4
4707106	2077486	5	46	3
4018699	3489575	24	3	1
3178117	988826	0	3	62
2922412	4426145	3627	463	2
1958096	2810673	1027	80	1
3329401	1416482	12	3	4
4844393	1981119	80	20	1
3106633	2029798	2	3	1
1615854	2415301	2588	284	2
441734	4634974	3592	271	1
4554515	429399	9	13	1
18535	314598	77	8	1
3383201	714878	115	36	4
3495830	951556	85	3	1
663168	2844148	418	189	1
1067090	2137643	0	2	1
3866367	2858985	35	10	2
3824547	517205	14335	1073	2
767034	1214548	1472	106	1
767858	373354	170	76	2
3952006	4250653	37	16	8
1192608	2585046	358	41	2
3257653	1488076	5220	100	1
1963389	1543017	953	152	12
4455047	3435772	1451	83	1
2495706	2154969	154	30	1
1241955	2722216	47	19	1
2086091	3345340	672	142	2
1100354	944182	24440	163	11
2723952	3955666	16	4	1
2032442	2393106	10456	109	1
3618686	134172	935	85	1
899492	2114358	71	42	1
2543113	4866888	392	151	1
4344646	2896726	495	344	3
1636715	4104646	26	9	2
2059639	1083119	252	20	1
4547993	4425008	273	55	2
2889711	4235783	224	25	21
837522	4702064	131	105	1
248680	1108197	724	163	1
4358855	1719654	2473	36	1
1175832	39192	108	90	1
1135453	2992386	22	3	1
4734536	4222832	0	11	2
2409016	3270414	426	33	1
3786156	1361843	238	23	1
2968181	3714580	13	2	1
3066330	2294798	2079	97	1
1447139	2335794	52	1	1
2831069	2414721	548	91	3
4287779	2538378	4	14	5
225052	4673808	34	17	1
4451227	4462197	448	27	1
1281906	3241782	592	104	2
2433279	547094	4	6	1
4360118	2174138	24	7	1
2590375	2838298	406	10	1
2984991	3883021	13	29	4
2428341	503700	10149	826	6
1936447	251322	2266	167	1
1054871	2442623	277	59	1
1236249	4420399	26	201	1
2060	2875451	102	42	1
3946538	726449	398	126	1
2885447	4488232	926	76	1
3820308	1396915	757	41	1
3216859	1560546	1071	123	1
1613971	936891	385	818	2
2591791	1151145	169	8	8
3468600	2860797	255	89	1
2903143	3045503	124	21	1
2982118	3502725	41	9	1
1655354	3577135	740	64	1
3560262	2896680	112	38	1
2159481	1231712	66	4	3
745911	2325973	355	38	10
1169644	4427996	182	156	1
3548998	2518926	337	112	9
2604592	4323962	1	1	2
28940	124929	226	5	1
2954496	4126267	289	34	5
3798439	1684729	810	145	6
1303402	2264342	290	29	1
1213239	4695449	525	74	1
4563485	1525513	147	10	2
366980	4058593	495	114	1
1848061	511767	1	3	3
4798192	2979455	20424	811	1
1292213	699230	36	23	1
4752891	2141208	710	189	1
2738160	4703763	412	224	49
1926532	3713110	9126	335	1
1978541	3865693	24	5	2
3145797	2978823	0	36	1
272633	3125390	1657	381	110
883276	3675974	62	45	2
668520	4707771	50	8	1
41375	1941803	191	24	1
3024682	2632760	898	7	1
3457363	481161	23	3	9
3501786	2962439	59	2	5
1554382	939484	212	57	1
4294891	3628471	42	1	1
1738725	3118116	289	46	29
4826295	2300508	126	39	1
3124898	4769404	69	16	13
2895122	4024775	72	10	1
2146231	255406	0	1	12
1836309	3535769	286	21	1
4231799	837515	285	9	1
3641635	3340212	34	16	3
3378063	1733510	757	92	1
3578490	1793515	169	80	1
196927	4769810	345	30	1
1417255	243624	70	323	2
1515584	219280	106	38	1
1273923	4665495	644	99	1
4723385	1416154	126	43	2
3735080	2617008	408	11	1
3610407	914021	80	88	1
1914681	2328910	102	7	4
3906434	1909601	15	53	1
4017946	2878845	53	24	2
1863073	451891	0	13	1
769628	1862814	34	1	3
854838	4410342	14	19	4
3910599	3945029	722	198	3
3468600	3233300	255	89	1
4053607	2263536	2195	181	1
2420269	2264798	50	26	1
2476185	2197113	521	131	4
359275	2494999	36	1	1
4637597	2026125	129	17	4
209136	4597971	318	49	3
3134235	3570180	122	166	7
775275	39724	369	3	1
1555850	1866122	87	22	1
3145082	3617198	21	3	9
2085859	3667493	98	762	3
4638702	2815902	1223	36	5
566079	3594019	78	24	3
3437068	1110371	1595	294	1
4798480	1521706	501	21	1
1545036	358982	45	229	25
75175	2820640	13	44	2
529424	4571986	445	39	2
3982332	2745395	110	3	3
3966421	2272658	1997	104	1
1265745	918314	324	68	1
2952826	1391296	1297	92	1
4721904	3204977	434	31	3
2688858	2629411	574	92	1
397393	780629	0	8	2
641280	870815	48	32	1
3805025	785856	43	107	3
573715	4470272	95	60	1
2260556	2572562	150	14	2
1068692	2544182	113	12	1
1592464	4403314	78	5	1
2044668	2191799	1551	112	2
564283	1507899	59	52	2
2824976	752489	232	37	7
3714061	3777356	3346	84	1
606949	3569970	307	61	1
3939453	920222	1444	307	14
2977499	4213306	0	2	1
1592175	2250905	220	13	2
998622	402922	790	66	9
973092	2972323	496	52	2
3682391	3881358	0	50	3
3363170	2945200	47	39	4
3419162	781449	21	7	1
1261595	2579188	558	37	1
3204712	614508	42	2	2
2629035	1193038	179	168	1
859694	507187	4242	429	10
704535	2355209	65	33	1
1221220	3430511	1933	163	1
2778670	934477	206	107	1
2122084	528097	900	41	1
2340205	2324585	0	1	1
1763386	1548097	0	4	1
1955545	2774420	40	10	1
2678722	3206806	74	5	1
3863143	274686	8	41	2
4657412	3727039	10	184	1
195401	2989615	284	61	1
2888087	1694365	79	25	1
4199287	672421	219	145	1
4668160	1688018	201	86	2
3422441	3774909	369	33	1
2179466	3748132	861	158	1
4597927	1299144	52	6	1
4221988	858750	246	15	10
4703284	1607626	9	90	1
3455009	1869377	17	3	2
2241640	1392895	26	6	1
458350	4235647	1386	241	7
4424178	4571069	586	41	3
3836917	1374225	0	190	1
769675	2272902	415	34	24
1063358	3292115	63494	1349	1
3229360	341328	42	9	1
1328494	1971723	77	37	3
1841651	4701587	452	73	1
4088293	1391587	229	81	1
1440153	4782040	74	13	3
4309448	3402157	178	31	1
3600465	64995	34	21	3
2072729	3979835	9	6	2
4571574	915895	44	2	1
4465998	1005302	91	27	1
3783138	2524247	4	1	2
