Source	Sink	Source_Followings	Source_Followers	Sink_Followers	Distance	Common_Followings	Com_Followings_Ratio	Followers_Ratio	Indirect_Followings	Inv_Indirect_Followings	Real
695505	3702208	2720	98	468	2.0	0	0.0	4.775510204081633	4	0	0
562587	4090769	27	2	79	3.0	0	0.0	39.5	0	0	0
3508602	3389939	278	103	8	3.0	0	0.0	0.07766990291262135	0	0	0
2656829	2987425	1953	84	59	2.0	0	0.0	0.7023809523809523	4	0	0
2708776	3634870	110	8	2	3.0	0	0.0	0.25	0	0	0
2657370	175817	98	14	35	3.0	0	0.0	2.5	0	0	0
1778939	4605273	937	248	48	3.0	1	0.0010672358591248667	0.1935483870967742	0	0	0
2067900	3143316	178	22	4	3.0	0	0.0	0.18181818181818182	0	0	0
2124375	314561	8	2	18	inf	0	0.0	9.0	0	0	0
1953550	2106424	65	3	127	3.0	0	0.0	42.333333333333336	0	0	0
3820148	2308300	146	29	173	2.0	0	0.0	5.9655172413793105	1	0	0
4696176	2730668	201	521	563	3.0	0	0.0	1.0806142034548945	0	0	0
1887190	3461205	343	55	11	3.0	0	0.0	0.2	0	0	0
4473394	2560307	961	19	1	5.0	0	0.0	0.05263157894736842	0	0	0
4600097	113759	261	25	9	3.0	0	0.0	0.36	0	0	0
4533646	48360	88	18	3	3.0	0	0.0	0.16666666666666666	0	0	0
2939760	2260294	2	128	51	3.0	0	0.0	0.3984375	0	0	0
1177809	876402	77	14	4	3.0	0	0.0	0.2857142857142857	0	0	0
1810410	2615081	39	39	165	3.0	0	0.0	4.230769230769231	0	0	0
4298480	2814057	112	40	13	3.0	0	0.0	0.325	0	0	0
23949	4267889	15	5	4	4.0	0	0.0	0.8	0	0	0
10117	4189778	132	50	7	3.0	0	0.0	0.14	0	0	0
1783759	3366158	86	24	3	4.0	0	0.0	0.125	0	0	0
4062175	1951427	8522	248	48	3.0	0	0.0	0.1935483870967742	0	0	0
1834160	2315546	470	20	13	2.0	0	0.0	0.65	1	0	0
2480566	3447940	658	89	38	2.0	0	0.0	0.42696629213483145	2	0	0
1169884	3114021	1	11	20	inf	0	0.0	1.8181818181818181	0	0	0
4697911	4168232	110	10	34	3.0	0	0.0	3.4	0	0	0
902666	877468	53	18	12	4.0	0	0.0	0.6666666666666666	0	0	0
3099578	2747822	231	53	6	3.0	0	0.0	0.11320754716981132	0	0	0
1923134	2574378	40	14	20	3.0	0	0.0	1.4285714285714286	0	0	0
4576493	1730577	933	679	1	2.0	0	0.0	0.0014727540500736377	1	0	0
1159038	220969	256	7	4	2.0	0	0.0	0.5714285714285714	1	0	0
2845605	3644915	98	16	153	3.0	0	0.0	9.5625	0	0	0
1287372	1840280	216	120	755	2.0	21	0.09722222222222222	6.291666666666667	12	12	0
41600	2621327	582	256	43	2.0	0	0.0	0.16796875	1	0	0
4492648	4552836	15	1	468	3.0	0	0.0	468.0	0	0	0
2683658	4301309	18	2	323	3.0	1	0.05555555555555555	161.5	0	0	0
2298905	4052879	6	10	9	3.0	0	0.0	0.9	0	0	0
3560665	1547610	251	32	4	2.0	0	0.0	0.125	1	0	0
3778612	2450224	24	23	70	3.0	0	0.0	3.0434782608695654	0	0	0
3275484	2306620	1462	77	3	3.0	0	0.0	0.03896103896103896	0	0	0
571943	1183034	0	1	5	inf	0		5.0	0	0	0
3254592	2733681	137	31	1	5.0	0	0.0	0.03225806451612903	0	0	0
3719447	1533225	246	6	780	3.0	0	0.0	130.0	0	1	0
3238876	4185095	50	34	245	3.0	0	0.0	7.205882352941177	0	0	0
598928	1729420	1978	99	18	3.0	0	0.0	0.18181818181818182	0	0	0
1004913	4852228	89	65	61	3.0	0	0.0	0.9384615384615385	0	0	0
1952321	2734499	23	195	5	3.0	0	0.0	0.02564102564102564	0	0	0
700684	65887	93	7	3	3.0	0	0.0	0.42857142857142855	0	0	0
3467959	2188049	2179	161	148	2.0	0	0.0	0.9192546583850931	1	0	0
855414	3255382	1268	68	25	3.0	0	0.0	0.36764705882352944	0	0	0
3277539	2566758	986	147	162	2.0	0	0.0	1.1020408163265305	3	0	0
727527	4057710	4	3	1	5.0	0	0.0	0.3333333333333333	0	0	0
1409531	2829439	1284	70	63	2.0	0	0.0	0.9	1	0	0
53266	2639130	35	55	141	3.0	0	0.0	2.5636363636363635	0	0	0
1778718	654561	98	187	15	4.0	0	0.0	0.08021390374331551	0	0	0
1922636	494937	171	12	32	3.0	0	0.0	2.6666666666666665	0	0	0
2484926	1815192	97	163	43	2.0	1	0.010309278350515464	0.26380368098159507	1	4	0
3081086	3704614	0	4	54	inf	0		13.5	0	0	0
458350	3805828	1388	242	3	3.0	0	0.0	0.012396694214876033	0	0	0
2677907	4824153	6	5	5	3.0	0	0.0	1.0	0	0	0
2448456	3039338	96	14	165	3.0	0	0.0	11.785714285714286	0	0	0
2838905	3199242	263	137	210	2.0	0	0.0	1.532846715328467	2	1	0
3173211	4234445	108	31	1	5.0	0	0.0	0.03225806451612903	0	0	0
1775976	1770775	292	45	70	3.0	0	0.0	1.5555555555555556	0	0	0
2443764	2024759	6836	260	1	3.0	0	0.0	0.0038461538461538464	0	0	0
3274146	3117754	6	5	23	3.0	0	0.0	4.6	0	0	0
1899353	3172503	2	2	197	inf	0	0.0	98.5	0	0	0
1805132	3187614	53	15	39	4.0	0	0.0	2.6	0	0	0
1125444	1545036	1197	32	254	2.0	0	0.0	7.9375	2	0	0
889866	2806588	23	3	85	3.0	0	0.0	28.333333333333332	0	0	0
1951044	1006614	194	7	12	3.0	0	0.0	1.7142857142857142	0	0	0
1936526	1882278	232	45	138	3.0	0	0.0	3.066666666666667	0	0	0
3515799	917487	731	19	13	4.0	0	0.0	0.6842105263157895	0	0	0
1492163	4677709	837	49	1	3.0	0	0.0	0.02040816326530612	0	0	0
935972	3446358	862	59	158	2.0	0	0.0	2.6779661016949152	27	0	0
2170094	4190152	1266	202	1	3.0	0	0.0	0.0049504950495049506	0	0	0
414168	4401406	69	319	381	2.0	10	0.14492753623188406	1.1943573667711598	9	42	0
3313845	3231095	138	8	9	3.0	0	0.0	1.125	0	0	0
689519	2951674	1171	92	199	2.0	0	0.0	2.1630434782608696	16	0	0
163322	4293663	18	35	1	4.0	0	0.0	0.02857142857142857	0	0	0
4717326	1853195	78	17	232	3.0	0	0.0	13.647058823529411	0	0	0
737165	3720249	12	8	1	4.0	0	0.0	0.125	0	0	0
828696	4855866	311	66	4	3.0	0	0.0	0.06060606060606061	0	0	0
3034335	38867	24	10	28	3.0	0	0.0	2.8	0	0	0
2453065	4075338	169	55	20	4.0	0	0.0	0.36363636363636365	0	0	0
1845581	98420	77	50	339	4.0	0	0.0	6.78	0	0	0
1876706	3117551	143	57	801	2.0	0	0.0	14.052631578947368	6	0	0
1370363	1654792	704	115	2	3.0	0	0.0	0.017391304347826087	0	0	0
1562722	1654731	374	59	111	2.0	0	0.0	1.88135593220339	6	0	0
888590	1958015	422	95	1	4.0	0	0.0	0.010526315789473684	0	0	0
3572702	4590523	182	82	8	3.0	0	0.0	0.0975609756097561	0	0	0
3169539	608547	452	58	392	2.0	0	0.0	6.758620689655173	1	0	0
3429121	2057239	1829	166	30	2.0	0	0.0	0.18072289156626506	3	0	0
2761141	2511945	224	11	79	2.0	0	0.0	7.181818181818182	1	0	0
4505742	337418	103	51	32	3.0	0	0.0	0.6274509803921569	0	0	0
4205424	2656818	157	96	64	2.0	0	0.0	0.6666666666666666	3	0	0
4040467	3145449	2565	206	9	3.0	0	0.0	0.043689320388349516	0	0	0
423623	954784	102	5	567	2.0	4	0.0392156862745098	113.4	1	3	0
335479	3579715	76	43	9	3.0	0	0.0	0.20930232558139536	0	0	0
3176788	4420088	1038	95	152	2.0	0	0.0	1.6	1	0	0
3866387	1143538	697	54	15	3.0	0	0.0	0.2777777777777778	0	0	0
2310512	361201	66	40	140	3.0	0	0.0	3.5	0	0	0
1145201	2194940	207	55	4	3.0	0	0.0	0.07272727272727272	0	0	0
3213713	4154715	258	51	13	3.0	0	0.0	0.2549019607843137	0	0	0
1008067	2905558	214	9	3	3.0	0	0.0	0.3333333333333333	0	0	0
877654	4073092	1348	1838	152	2.0	0	0.0	0.08269858541893363	5	0	0
3316620	4153640	5083	214	10	2.0	0	0.0	0.04672897196261682	1	0	0
4051296	4671379	559	74	239	2.0	2	0.0035778175313059034	3.22972972972973	1	2	0
1403753	3825069	132	31	22	2.0	0	0.0	0.7096774193548387	1	0	0
727877	1944236	19	59	6	3.0	0	0.0	0.1016949152542373	0	0	0
987626	1819176	1743	238	393	2.0	0	0.0	1.6512605042016806	63	0	0
1114780	3701363	86	6	195	2.0	0	0.0	32.5	2	0	0
1815377	2149271	96	111	58	3.0	0	0.0	0.5225225225225225	0	0	0
2037673	955312	14	1	76	4.0	0	0.0	76.0	0	0	0
4664312	2260121	115	60	262	2.0	1	0.008695652173913044	4.366666666666666	1	0	0
4563259	2442966	4740	136	1	3.0	0	0.0	0.007352941176470588	0	0	0
1382268	562351	38	9	6	3.0	0	0.0	0.6666666666666666	0	0	0
1294456	3954332	147	53	12	3.0	0	0.0	0.22641509433962265	0	0	0
1662324	4165504	69	15	3	4.0	0	0.0	0.2	0	0	0
2091942	4505546	34	11	19	4.0	0	0.0	1.7272727272727273	0	0	0
2587890	4752122	29	6	1	5.0	0	0.0	0.16666666666666666	0	0	0
2298905	1171914	6	10	2431	2.0	0	0.0	243.1	1	0	0
1834690	1950093	184	17	5	3.0	0	0.0	0.29411764705882354	0	0	0
3278871	4405608	75	6	1	4.0	0	0.0	0.16666666666666666	0	0	0
3802860	702085	397	59	2	3.0	0	0.0	0.03389830508474576	0	0	0
4400969	851206	1123	33	11	2.0	0	0.0	0.3333333333333333	2	0	0
3410757	267040	65	20	212	3.0	0	0.0	10.6	0	0	0
668325	31428	4655	484	3	2.0	0	0.0	0.006198347107438017	1	0	0
280426	3779136	329	44	15	3.0	0	0.0	0.3409090909090909	0	0	0
3379108	1110809	17	34	1	4.0	0	0.0	0.029411764705882353	0	0	0
2818570	816119	253	138	213	2.0	0	0.0	1.5434782608695652	4	0	0
814049	27547	2182	229	8	2.0	0	0.0	0.034934497816593885	3	0	0
2040749	2746015	3834	596	31	2.0	0	0.0	0.05201342281879195	10	0	0
3383533	1056518	3290	34	659	2.0	4	0.0012158054711246201	19.38235294117647	2	3	0
4052464	2767849	69	48	381	2.0	8	0.11594202898550725	7.9375	5	7	0
4279508	1566370	82	35	15	3.0	0	0.0	0.42857142857142855	0	0	0
141367	830708	963	17	76	3.0	5	0.005192107995846314	4.470588235294118	0	0	0
621776	2716742	37	1	4	inf	0	0.0	4.0	0	0	0
1089019	4095245	60	5	2	3.0	0	0.0	0.4	0	0	0
2303294	3202014	1515	185	103	3.0	0	0.0	0.5567567567567567	0	0	0
2577464	2637247	1521	19	22	3.0	0	0.0	1.1578947368421053	0	0	0
889255	4809794	66	19	6	4.0	0	0.0	0.3157894736842105	0	0	0
4044141	2757277	265	48	107	3.0	4	0.01509433962264151	2.2291666666666665	0	1	0
2329255	2040749	302	47	596	3.0	2	0.006622516556291391	12.680851063829786	0	1	0
3190597	3440894	27	7	102	3.0	0	0.0	14.571428571428571	0	0	0
4583901	2274330	425	137	12	3.0	0	0.0	0.08759124087591241	0	0	0
2123866	4575690	92	118	88	3.0	0	0.0	0.7457627118644068	0	0	0
4519814	2276265	520	68	1	4.0	0	0.0	0.014705882352941176	0	0	0
3689183	176074	249	5	178	2.0	0	0.0	35.6	2	0	0
4845968	1743607	817	109	60	3.0	0	0.0	0.5504587155963303	0	0	0
326344	3871251	1123	132	72	2.0	20	0.017809439002671415	0.5454545454545454	8	5	0
317706	714288	190	29	33	4.0	0	0.0	1.1379310344827587	0	0	0
103101	2356253	522	116	7	3.0	0	0.0	0.0603448275862069	0	0	0
515879	4293671	127	34	3	3.0	0	0.0	0.08823529411764706	0	0	0
2066173	3487259	74	18	1227	2.0	0	0.0	68.16666666666667	2	0	0
2278719	3483305	786	107	860	2.0	1	0.001272264631043257	8.037383177570094	1	0	0
4408344	3278318	1042	8	3	4.0	0	0.0	0.375	0	0	0
1532667	1610278	133	21	230	3.0	0	0.0	10.952380952380953	0	0	0
3752172	2712653	290	115	17	3.0	0	0.0	0.14782608695652175	0	0	0
2265230	2013136	0	1	2	inf	0		2.0	0	0	0
591909	3128969	304	71	6	3.0	0	0.0	0.08450704225352113	0	0	0
1363893	2126653	6	4	1	5.0	0	0.0	0.25	0	0	0
43703	3678270	25	1	2	4.0	0	0.0	2.0	0	0	0
582319	3959736	33	20	13	3.0	0	0.0	0.65	0	0	0
1186582	1338305	271	17	286	2.0	0	0.0	16.823529411764707	1	0	0
2052628	1497999	303	21	60	3.0	0	0.0	2.857142857142857	0	0	0
3861259	2068101	12	1	232	3.0	0	0.0	232.0	0	0	0
3745069	384358	73	54	4	3.0	0	0.0	0.07407407407407407	0	0	0
2826574	3927387	107	29	196	3.0	0	0.0	6.758620689655173	0	0	0
3504981	793511	115	5	447	2.0	8	0.06956521739130435	89.4	1	3	0
1390488	3201437	76	9	208	3.0	0	0.0	23.11111111111111	0	0	0
4425414	4646744	74	50	58	3.0	0	0.0	1.16	0	0	0
3791627	2326009	155	20	16	3.0	0	0.0	0.8	0	0	0
2646330	4739913	91	16	58	2.0	0	0.0	3.625	1	0	0
2988321	2970695	69	1	6	3.0	0	0.0	6.0	0	0	0
1099203	2930622	313	74	31	3.0	0	0.0	0.4189189189189189	0	0	0
3183694	3579418	378	37	1	5.0	0	0.0	0.02702702702702703	0	0	0
1679934	4315014	92	12	23	3.0	0	0.0	1.9166666666666667	0	0	0
1317538	662428	6	9	44	3.0	0	0.0	4.888888888888889	0	0	0
3395938	4608969	39880	546	89	3.0	6	0.00015045135406218657	0.163003663003663	0	0	0
1052336	4769075	1721	93	3	3.0	0	0.0	0.03225806451612903	0	0	0
1709046	1838158	498	61	180	2.0	31	0.06224899598393574	2.9508196721311477	11	12	0
4666970	4135599	72	73	1648	2.0	1	0.013888888888888888	22.575342465753426	2	0	0
3082645	4324140	1825	932	37	2.0	0	0.0	0.03969957081545064	1	0	0
4156152	1303597	60	5	6	4.0	0	0.0	1.2	0	0	0
4574867	1482837	217	53	32	3.0	0	0.0	0.6037735849056604	0	0	0
4502546	1710806	23	3	8	inf	0	0.0	2.6666666666666665	0	0	0
1001390	4086984	196	13	87	3.0	0	0.0	6.6923076923076925	0	0	0
1273822	4660796	150	14	89	2.0	0	0.0	6.357142857142857	3	0	0
4711362	3099482	9	18	2	5.0	0	0.0	0.1111111111111111	0	0	0
4456708	663724	90	20	25	3.0	0	0.0	1.25	0	0	0
429643	1853279	19669	767	94	2.0	0	0.0	0.12255541069100391	57	0	0
998622	313062	792	66	14	3.0	0	0.0	0.21212121212121213	0	0	0
3947452	373161	5	1	7	4.0	0	0.0	7.0	0	0	0
2427907	2300565	36	7	1	5.0	0	0.0	0.14285714285714285	0	0	0
2138045	3375235	22	1	562	3.0	0	0.0	562.0	0	0	0
2775556	3458044	70	15	12	2.0	0	0.0	0.8	1	0	0
3268279	4318582	684	33	5	3.0	0	0.0	0.15151515151515152	0	0	0
448272	4168232	171	5	34	3.0	0	0.0	6.8	0	0	0
2584036	3887194	107	18	2	4.0	0	0.0	0.1111111111111111	0	0	0
2341282	4200871	401	36	31	3.0	0	0.0	0.8611111111111112	0	0	0
745057	4177900	643	88	4	3.0	0	0.0	0.045454545454545456	0	0	0
2866109	746711	372	26	757	2.0	1	0.002688172043010753	29.115384615384617	1	0	0
3333059	4427302	33	14	9	4.0	0	0.0	0.6428571428571429	0	0	0
630890	1132724	3	1	20	inf	0	0.0	20.0	0	0	0
2824361	3121295	14	4	1277	2.0	0	0.0	319.25	1	0	0
3790108	4027784	117	12	123	3.0	0	0.0	10.25	0	0	0
3985664	1925108	124	23	1	3.0	0	0.0	0.043478260869565216	0	0	0
3424488	3977967	170	8	27	3.0	0	0.0	3.375	0	0	0
4217271	380776	53	19	6	4.0	0	0.0	0.3157894736842105	0	0	0
4329398	4741213	220	70	8	3.0	0	0.0	0.11428571428571428	0	0	0
20656	2010712	470	44	98	2.0	0	0.0	2.227272727272727	6	0	0
3117551	4759406	75	801	11	4.0	0	0.0	0.01373283395755306	0	0	0
3925711	4386040	179	35	225	2.0	0	0.0	6.428571428571429	6	0	0
2142205	827031	53	25	5	4.0	0	0.0	0.2	0	0	0
3958791	1600900	72	129	282	3.0	0	0.0	2.186046511627907	0	0	0
1557718	3377716	245	37	63	3.0	0	0.0	1.7027027027027026	0	0	0
2588832	101362	46	5	90	3.0	0	0.0	18.0	0	0	0
833255	4361821	828	65	73	2.0	0	0.0	1.123076923076923	2	0	0
2125671	2586149	1028	206	826	2.0	0	0.0	4.009708737864078	46	0	0
1709210	2357707	449	37	4	4.0	0	0.0	0.10810810810810811	0	0	0
4308011	1360946	203	144	224	2.0	8	0.03940886699507389	1.5555555555555556	3	15	0
230192	1261447	94	13	59	4.0	0	0.0	4.538461538461538	0	0	0
2900761	217041	2	3	29	4.0	0	0.0	9.666666666666666	0	0	0
2049692	764396	618	38	11	2.0	0	0.0	0.2894736842105263	1	0	0
4827780	1849968	348	83	11	3.0	0	0.0	0.13253012048192772	0	0	0
4013438	4050444	133	45	51	2.0	1	0.007518796992481203	1.1333333333333333	1	3	0
34811	529812	374	36	323	2.0	0	0.0	8.972222222222221	3	0	0
3789608	1269225	42	13	46	3.0	0	0.0	3.5384615384615383	0	0	0
1412630	2435201	2179	217	6	2.0	0	0.0	0.027649769585253458	1	0	0
1078680	276216	133	5	312	2.0	1	0.007518796992481203	62.4	1	2	0
2152577	45690	316	18	135	2.0	0	0.0	7.5	1	0	0
2868740	366983	58	6	34	3.0	1	0.017241379310344827	5.666666666666667	0	0	0
185799	3134000	149	90	1	5.0	0	0.0	0.011111111111111112	0	0	0
1605523	2862019	244	23	903	3.0	0	0.0	39.26086956521739	0	0	0
631782	1030651	2	3	237	4.0	0	0.0	79.0	0	0	0
1330709	4630516	173	21	62	3.0	0	0.0	2.9523809523809526	0	0	0
1930881	4809609	6	18	134	3.0	0	0.0	7.444444444444445	0	0	0
4626804	4375367	173	17	10	3.0	0	0.0	0.5882352941176471	0	0	0
3629608	3325502	2	10	48	4.0	0	0.0	4.8	0	0	0
4297838	3201437	26	80	208	3.0	1	0.038461538461538464	2.6	0	2	0
4749438	3374849	166	39	178	3.0	0	0.0	4.564102564102564	0	0	0
520611	719372	691	68	54	3.0	0	0.0	0.7941176470588235	0	0	0
196521	4737526	11270	1176	2	3.0	0	0.0	0.0017006802721088435	0	0	0
84235	1582157	32	134	24	3.0	0	0.0	0.1791044776119403	0	0	0
4153603	1170276	220	43	18	3.0	0	0.0	0.4186046511627907	0	0	0
4162724	608547	160	65	392	2.0	0	0.0	6.030769230769231	1	0	0
250102	1149497	4350	189	166	2.0	10	0.0022988505747126436	0.8783068783068783	8	3	0
3768340	4086429	96	98	6	3.0	0	0.0	0.061224489795918366	0	0	0
492385	2418340	232	21	8	3.0	0	0.0	0.38095238095238093	0	0	0
2509737	1793063	74	1	52	4.0	0	0.0	52.0	0	0	0
3080932	4124848	354	52	183	2.0	5	0.014124293785310734	3.519230769230769	4	3	0
1498922	4137647	0	10	179	inf	0		17.9	0	0	0
1040560	1558311	306	57	121	3.0	0	0.0	2.1228070175438596	0	0	0
2395706	4471842	0	1	259	inf	0		259.0	0	0	0
1420087	4789456	1781	204	16	2.0	0	0.0	0.0784313725490196	1	0	0
245479	4860606	4348	473	6	3.0	0	0.0	0.012684989429175475	0	0	0
2444589	4075641	93	10	103	4.0	0	0.0	10.3	0	0	0
896299	3511745	180	61	32	3.0	0	0.0	0.5245901639344263	0	0	0
1587176	395099	212	24	3	3.0	0	0.0	0.125	0	0	0
3380190	2142786	159	52	171	2.0	2	0.012578616352201259	3.2884615384615383	1	0	0
2309618	1745807	5354	980	3	3.0	0	0.0	0.003061224489795918	0	0	0
1249227	3941858	7424	621	202	2.0	93	0.012526939655172414	0.3252818035426731	23	20	0
2711750	4399355	178	13	73	3.0	0	0.0	5.615384615384615	0	0	0
2276431	3653144	102	59	22	2.0	0	0.0	0.3728813559322034	1	0	0
1402781	1761432	132	33	526	2.0	0	0.0	15.93939393939394	1	0	0
222226	2173241	98	95	708	2.0	0	0.0	7.4526315789473685	1	0	0
1859221	2946543	1085	97	16	3.0	0	0.0	0.16494845360824742	0	0	0
1579729	3528242	1152	176	7	3.0	0	0.0	0.03977272727272727	0	0	0
4500402	1275994	405	14	15	3.0	0	0.0	1.0714285714285714	0	0	0
3348908	638302	116	193	141	3.0	0	0.0	0.7305699481865285	0	0	0
908899	581319	13	4	13	3.0	0	0.0	3.25	0	0	0
4831992	3158137	28	6	3	3.0	0	0.0	0.5	0	0	0
2672764	2121465	12	116	20	3.0	0	0.0	0.1724137931034483	0	0	0
3329090	3036661	112	15	3	3.0	0	0.0	0.2	0	0	0
2788596	514315	20	5	193	3.0	0	0.0	38.6	0	0	0
3295146	3734641	38	28	31	3.0	0	0.0	1.1071428571428572	0	0	0
3232846	1467357	26	4	103	3.0	0	0.0	25.75	0	0	0
1203129	2554897	156	61	319	3.0	0	0.0	5.229508196721311	0	0	0
4237235	2098014	852	318	758	2.0	0	0.0	2.3836477987421385	2	0	0
3165599	3523717	62	12	32	3.0	0	0.0	2.6666666666666665	0	0	0
690157	4529888	1856	128	1	3.0	0	0.0	0.0078125	0	0	0
1289670	2168149	278	48	11	3.0	0	0.0	0.22916666666666666	0	0	0
2563551	2038841	747	22	15	3.0	0	0.0	0.6818181818181818	0	0	0
2716045	3954325	7	3	1743	3.0	0	0.0	581.0	0	0	0
4708539	4463619	331	37	12	3.0	0	0.0	0.32432432432432434	0	0	0
658960	4358261	23	10	10	3.0	0	0.0	1.0	0	0	0
3531006	1024841	316	90	10	3.0	0	0.0	0.1111111111111111	0	0	0
3183734	2596741	1053	123	239	2.0	4	0.003798670465337132	1.943089430894309	1	1	0
3840131	2673351	217	26	429	2.0	4	0.018433179723502304	16.5	2	0	0
3044309	4738909	107	7	4	4.0	0	0.0	0.5714285714285714	0	0	0
3058858	2306138	19	6	4	4.0	0	0.0	0.6666666666666666	0	0	0
2242848	742626	383	24	319	2.0	0	0.0	13.291666666666666	1	0	0
2260014	236314	98625	2466	82	2.0	0	0.0	0.0332522303325223	6	0	0
3730254	687662	159	87	94	2.0	0	0.0	1.0804597701149425	1	0	0
1741674	3926490	7	7	132	3.0	0	0.0	18.857142857142858	0	0	0
1283903	3461277	961	113	22	3.0	0	0.0	0.19469026548672566	0	0	0
2175801	2625823	116	63	16	3.0	0	0.0	0.25396825396825395	0	0	0
1503116	3264347	37080	415	4	3.0	0	0.0	0.00963855421686747	0	0	0
184437	4306929	105	70	1	3.0	0	0.0	0.014285714285714285	0	0	0
1378976	4514416	230	136	142	2.0	0	0.0	1.0441176470588236	1	0	0
2309511	2896565	133	13	46	3.0	0	0.0	3.5384615384615383	0	0	0
2593388	2792391	154	26	1042	2.0	0	0.0	40.07692307692308	2	0	0
4668431	3402731	40	8	3654	3.0	0	0.0	456.75	0	0	0
2694463	3299895	153	76	1	4.0	0	0.0	0.013157894736842105	0	0	0
3623615	4358041	1280	199	1	3.0	0	0.0	0.005025125628140704	0	0	0
558775	3681482	558	149	98	2.0	5	0.008960573476702509	0.6577181208053692	4	4	0
3802719	564283	3170	91	52	3.0	3	0.0009463722397476341	0.5714285714285714	0	1	0
3628832	4837515	388	40	5	3.0	0	0.0	0.125	0	0	0
2286221	3843350	64	4	46	3.0	0	0.0	11.5	0	0	0
3587208	4001363	29	17	17	4.0	0	0.0	1.0	0	0	0
1553249	2739142	220	95	59	3.0	0	0.0	0.6210526315789474	0	0	0
1378053	3663775	93	16	140	3.0	0	0.0	8.75	0	0	0
3798344	4722524	68	33	177	3.0	0	0.0	5.363636363636363	0	0	0
219367	4304287	394	26	23	2.0	0	0.0	0.8846153846153846	1	0	0
2902273	426252	966	212	6	3.0	0	0.0	0.02830188679245283	0	0	0
1655051	4316057	74	2	90	3.0	0	0.0	45.0	0	0	0
4440845	4637792	419	142	430	2.0	13	0.031026252983293555	3.028169014084507	3	4	0
348068	1667071	112	123	169	2.0	0	0.0	1.3739837398373984	1	0	0
1333761	4504019	5573	193	4	3.0	0	0.0	0.02072538860103627	0	0	0
2739694	2757277	4	9	107	3.0	0	0.0	11.88888888888889	0	0	0
2838024	1274046	160	22	613	2.0	7	0.04375	27.863636363636363	3	6	0
3609792	3297670	156	68	190	3.0	0	0.0	2.7941176470588234	0	0	0
4534064	2128164	87	361	6	3.0	0	0.0	0.01662049861495845	0	0	0
1671520	4546502	39	27	1	4.0	0	0.0	0.037037037037037035	0	0	0
261549	1126518	276	83	4	2.0	0	0.0	0.04819277108433735	1	0	0
2198120	3200445	3083	21	2	3.0	0	0.0	0.09523809523809523	0	0	0
1386493	1930252	1396	111	4	2.0	0	0.0	0.036036036036036036	1	0	0
2792558	2726826	405	37	30	3.0	0	0.0	0.8108108108108109	0	0	0
4499960	3586148	8	4	4	4.0	0	0.0	1.0	0	0	0
3138290	1737397	508	53	378	2.0	1	0.001968503937007874	7.132075471698113	1	1	0
3889529	160964	277	51	83	2.0	0	0.0	1.6274509803921569	4	0	0
1024141	2415492	38	7	6	4.0	0	0.0	0.8571428571428571	0	0	0
