Source	Sink	Source_Followings	Source_Followers	Sink_Followers
3020256	3122640	511	97	57
2101645	1501307	13	7	37
2238602	269469	37	6	13
72653	3308893	167	5	10
2262173	4045746	201	95	173
2598915	2330828	527	30	5
3918669	2172902	160	130	2
4652882	3856654	693	44	4
3135952	1390821	593	56	21
4288474	3250744	86	7	1
1345777	355833	1667	187	17
1158453	4144834	27	3	41
3612446	3473361	1944	32	129
4224492	3537165	1308	123	179
226013	4835247	187	30	663
4123892	4582380	383	45	5
2989104	899633	80	6	5
1831642	842929	534	47	10
960415	2962391	272	33	2532
510477	4031004	89	15	24
1157186	4575690	15	39	88
419362	4257074	5584	314	99
166499	1850447	73	7	26
2665660	3509903	126	9	1530
1738937	3139400	274	14	4
4251197	3750225	55	31	232
2792349	4398694	1232	25	2
3003447	3996918	172	85	4
641191	3166514	151	69	111
249932	4390758	981	93	4
2676255	2266856	10	10	2
1895439	1268467	613	270	2
576373	1787940	751	54	2
4653861	4616754	226	8	5
4583244	416770	237	26	709
4436755	2340628	82	26	249
2146554	3909070	290	84	90
4077796	1173694	301	237	34
921141	3421047	27	11	4
1824878	4360799	261	330	910
1550552	3857942	45	7	6
3770521	3364750	6	2	8
695505	2645085	2720	98	30
117040	3105902	504	87	392
2642344	59603	29	10	283
4641209	4753304	247	21	2
2468096	1978291	687	110	48
921529	2172141	144	48	24
2665746	3022794	297	17	92
4458506	1001545	56	10	408
4439965	826370	93	31	31
3873117	1888218	377	51	692
1207815	1325277	30	17	71
880329	2757414	177	47	67
4526732	103101	148	24	116
3294217	1358186	621	89	49
3933749	2819185	153	38	19
578843	1134726	177	54	38
2940706	3431626	845	31	13
1731604	927130	86	16	201
4725815	1149047	27	3	1
3937867	4016232	177	22	41
1927780	1260131	6230	420	163
4809054	4099841	70	6	91
3260109	3719023	176	542	125
3661255	1501207	64	80	28
5908	2980119	438	80	154
103101	4292033	522	116	17
1251869	3301174	317	124	486
2603370	1365761	161	10	4
1815643	1029490	222	42	67
860308	132925	147	19	6
2836920	801874	383	68	64
1828194	2763959	116	3	1
3256180	746494	173	44	7
3383201	388851	117	37	7
396197	63405	409	48	83
189347	3756410	2001	87	32
197541	4686654	1912	134	284
601795	120964	313	20	384
2042896	3206499	160	23	1337
4726377	3568234	17	772	218
236400	4799138	114	25	1
2107297	3455778	11	34	94
3603896	2406183	19	2	1
4191410	55521	96437	1590	20
511702	474875	1239	24	110
4855583	242709	209	65	34
359225	660674	211	27	458
1009285	2035141	35	194	47
3540753	3884447	1499	140	2
3977994	3379358	4	3	44
690695	2058715	135	80	5
3812950	3109326	13	2	126
4154740	2085859	1352	68	764
4144305	2995390	338	50	9
2889711	25593	226	25	1914
252905	232875	4356	218	68
1529061	514700	88	12	2
4815919	547204	3361	367	2
3238429	4171423	223	21	26
2609765	4259219	79	3	55
3070849	3291871	2913	83	218
3338112	1498399	409	25	21
3202225	3319415	103	79	90
3625407	2146155	79	44	1
4007870	3453522	126	15	77
596601	3751747	249	178	23
1737846	3216859	32	467	128
4095732	3619443	245	17	1
1228333	2569753	171	27	2
3060714	3114516	6	1783	21
1879594	686846	1761	277	893
3740565	558855	124	7	1
1726806	1796194	20	24	314
4241043	1579943	327	117	11
954252	2203837	382	25	13
1801941	2884063	33	4	2
951323	3974683	385	37	386
2647186	3132939	64	3	1196
2159244	97431	1434	102	61
3793818	391060	5	8	149
3131838	3877835	1225	107	594
3187537	4755260	161	51	1
1727464	720158	1073	267	475
395570	2075015	1	38	2664
26387	1843336	1	3	43
125780	4236432	295	16	2
2534205	3109969	273	18	1
34820	4589805	292	34	28
573385	1632760	645	5	2
386424	185113	7871	131	225
4671379	3252783	59	239	38
361332	3921351	134	59	3
222416	1737556	159	34	31
2851923	1540202	1496	242	38
1701884	1872910	254	13	182
3133399	1461417	740	44	10
1581489	852462	18	9	1
4355667	1929085	2	18	139
40000	371379	1225	93	2294
1810293	4281925	76	5	1
3730035	391923	40	6	4
2119514	763688	332	176	368
3849126	4344134	227	10	28
2493193	2882194	34	5	4
3656459	725786	38	8	1
850536	3241284	98	86	98
3422950	821960	287	50	21
1637716	3575966	7	4	221
3920050	4797058	71	14	18
1549562	2706224	348	86	8
51054	3319851	118	17	6
3736564	1093363	1935	83	1
211450	3539265	227	9	16
3279717	296301	233	15	8
3964281	1556337	154	252	1177
3024682	3033207	900	7	1
3512824	1395563	83	5	6
4202576	1234914	10697	600	102
2727964	1809926	220	17	2452
2112582	4209932	659	41	56
2174769	2189067	455	131	356
4565869	1865990	424	49	663
2150273	3644731	6442	649	29
1562387	2534753	410	17	2
978341	3215799	10066	604	26
2772892	2724231	836	120	405
3396988	2483991	125	1	161
1755405	308788	80	26	44
1007809	2998451	11	19	143
2095684	3282078	235	74	5
2539712	4715501	80	38	176
4038309	1891127	43	360	113
3010933	4368300	652	121	16
2636696	4799966	64	17	557
83832	558724	16	4	12
167609	233361	460	52	314
2549432	927581	269	413	38
512486	181824	48	14	6
1698389	3724421	77	32	24
2782732	4012098	1004	48	2
2240779	1631523	178	42	32
3977529	508103	142	9	39
2801037	4268239	6	2	1117
3525229	3753964	381	189	30
4494577	4030785	1053	92	38
1471685	466667	25550	1681	442
2979588	1824031	166	51	52
666439	4018118	127	35	5
3059686	1195624	4530	460	51
3887538	486323	27	6	158
2670782	612424	219	68	84
1086877	2886167	1333	193	56
2040749	1420943	3834	596	46
3742930	4106491	22242	410	52
2330927	2136664	47	40	21
2990432	594536	44	59	2
4386808	2048927	32	4	2
3577692	187379	77	73	267
1836934	2832704	317	53	57
4624712	244962	95	22	4
2938068	1170669	4178	112	165
696799	960137	59	14	12
3808839	307250	151	63	919
2605827	2794818	1	2	17
24443	1135925	288	7	33
408775	4212129	65	13	574
1736555	4258716	829	60	50
1028920	4855480	1053	194	2921
4842223	2611026	121	48	245
4426102	4057787	458	119	88
1015054	1519738	18	1	1
3236012	3587794	31	1	1
4168432	1406324	934	52	55
568609	2206041	1180	116	101
3910599	2586149	724	206	826
1780719	2325076	93	6	1
1450580	2029470	363	53	3
2280158	2671455	68	58	120
3585698	2371775	77	15	13
513747	3243777	303	335	62
1642305	1414616	2080	58	8
4424632	842938	304	140	15
2630708	3587056	336	317	172
4203262	2862019	61	28	903
1154430	1831198	1425	155	450
4287945	3529431	69	36	52
1103446	888102	92	2	21
572112	4798729	142	15	117
1873375	1603289	204	66	360
970613	3746249	142	137	5
1998843	4016830	921	90	3
3840131	1118440	217	26	786
3458198	3817783	4425	60	20
3045000	227891	81	5	171
343783	655208	32	11	11
3996950	342304	76	34	11
3935366	3628797	3803	377	231
2033080	985965	20	7	12
3270355	282129	231	125	146
2943895	1726071	29	16	313
1050083	1684827	15	2	2
283687	151344	1	2	106
4723320	2851163	915	250	481
2829410	1436562	141	37	694
4628356	1932700	67	7	9
939339	1735993	1157	36	184
2202786	3196356	942	92	1
1027486	1425877	383	782	5
3085835	1438772	113	7	2
279538	4125073	472	59	46
4064173	1689502	1	131	63
2216254	1527218	215	70	185
1414740	1660164	68	10	3
2354155	4021963	69	7	9
3343693	1820103	416	24	248
1836275	1464580	673	143	17
4389651	1727725	48	45	12
3133671	3117551	226	155	801
1244084	2962100	510	38	10
4173567	4687916	240	42	20
1411176	4563363	269	72	56
888590	2359157	422	95	44
4048993	863838	162	34	9
168607	3367289	71	84	553
1389247	2377584	466	7	5
2549544	2788165	138	10	8
1730742	2146420	224	88	5
161946	3288535	834	107	7
2241774	2260014	78	9	2466
4025713	3372109	47	17	108
1216277	109990	34	12	47
1117077	2939938	467	28	262
1977657	1527192	1990	141	128
1931826	3007340	160	25	10
4640946	4511449	72	21	17
2711750	4520863	178	13	3432
2411667	940945	229	23	45
3961479	2768125	101	8	307
2064263	279894	504	69	6
1012730	3274963	18	1	2
2856337	572539	240	28	1
1998632	4467395	57	21	2084
219155	2234504	3947	149	46
4632897	2148649	395	56	139
1831296	8187	115	25	2
725974	3546411	2505	83	67
4826942	4335089	87	49	3
4040315	227421	93	2	1
1114780	1641288	86	6	204
3139742	3044352	1476	87	2
2527123	2900082	310	13	99
2534882	3988879	3	1	1
4676359	2890596	13	1	2
3164098	1185294	404	87	11
4570104	4031721	105	6	1
3875269	313511	633	249	20
3408880	2862019	18	58	903
3749479	1023607	552	163	115
3097424	4137647	302	10	179
4170094	1558805	227	33	268
2194773	2892437	195	71	2
253406	2531684	2002	185	28
4221988	901676	248	15	73
3476834	3389484	353	29	79
3964281	222666	154	252	72
4730593	2701221	62	8	27
3702063	365587	116	20	19
1794799	3119726	886	182	299
2431613	2108438	54	2	8
4821038	1677990	346	173	62
4035124	795645	1496	77	97
2121745	533797	52	12	7
2409567	1006231	682	81	1
3973316	4745466	1670	97	1
4352121	4809904	27	99	31
1997681	1828651	9	1	296
4817753	661185	32	25	250
3628397	3987747	317	81	256
2290451	667493	493	84	8
4503880	1451440	1028	72	4
3411859	3644418	42	23	277
3620426	1681433	421	59	121
3897644	243498	917	389	16
4598255	2743015	583	791	517
112016	2995131	342	42	222
371654	133821	16	25	1294
1185412	109184	18	24	298
3659993	2426170	135	54	11
1493154	4535109	224	17	10
505562	3310116	350	23	14
4815553	1837464	19	4	2
3356234	2729421	58	8	20
1028289	3270643	101	30	67
2344012	3934266	423	85	106
2440269	4106351	98	8	3
227886	2770499	205	177	19
3207967	1070155	287	194	211
3758037	892512	133	67	1505
4374966	1595679	707	33	1
3865635	1092059	1026	94	25
3563901	987667	153	1	1
1123745	3455540	198	30	16
3301958	739178	213	27	3
3706744	1736943	1195	9	9
3997950	3811456	43	18	46
1161753	342625	130	40	5
782421	4097198	168	29	1045
1628275	1719390	2967	97	21
2400830	1419130	55	79	350
3975500	2552310	281	85	2
2675363	3174756	3	3	5
2599653	4533523	122	80	224
3120890	1684720	1294	141	95
4496416	3201381	178	38	250
4798284	1767541	333	59	3
2981537	4648320	118721	1252	100
2003003	4377489	78	7	17
2683954	4550169	134	6	3
2646042	1968010	489	124	786
3134846	3444372	5634	69	1
3257081	1537559	2	1	76
3062155	4424244	249	55	123
1044985	3504596	415	113	46
4337137	1603435	970	99	59
2182334	2860962	7	1	567
2163471	2739694	131	401	9
2949069	703809	399	37	340
3946520	901971	288	23	8
600498	892512	436	418	1505
2167647	4819794	72	9	9
687024	4649686	239	38	1
3120969	1926381	28	1	1
3405609	4052169	77	37	15
1196738	2062413	181	111	31
914951	2873015	107	17	15
3539185	2216597	69	1145	25
1821458	3025199	167	18	77
3221643	1829086	155	18	41
4436953	870308	100	47	6
4317254	3970484	57	5	147
941212	817024	6404	184	263
2654633	4674304	2699	151	7
2369663	758629	128	24	6
3435509	1047679	151	3	95
1438261	1812318	51	14	2
4755188	677478	1893	75	4
3198099	3939662	538	191	134
4725654	2211183	175	26	18
474172	3508699	38714	471	1
3115574	4495990	103	6	225
2928131	4421379	1	8	3
4209215	2657284	238	215	2605
3846993	1862406	4	79	26
2841990	4206796	516	78	7
3843495	13550	51	29	20
4846840	4134096	561	69	20
3340807	3127090	87	66	678
1387888	2352176	105	12	1
3261412	1064609	10	5	894
3745069	3837197	73	54	251
4154414	2770509	27	62	798
1114144	960980	67	405	93
85061	1066156	359	73	7
4795153	2586454	22	2	2
2720736	2346155	16	9	6
3335809	1427934	37	139	6
435601	4179343	701	48	119
2625086	1808767	349	18	5
1379442	3881941	24	2	39
4243946	1167742	318	143	158
2621585	2178411	96	50	77
2958239	1036560	3638	101	705
3683235	1147503	23110	311	35
2198120	274861	3083	21	34
1411338	3115547	673	76	37
1773896	1867392	109	669	25
4392688	2537582	165	150	254
1224568	506428	26	9	1267
1272576	3781045	190	25	2
508497	3415302	28	1	2098
2857453	2962781	59	11	300
2214261	847623	194	254	64
3101239	228998	1614	125	3
646688	671738	243	115	277
1290494	2930417	1573	13	9
2237277	25317	715	32	20
3144143	1459907	391	75	33
3467959	938468	2179	161	141
4024076	2781521	120	6	449
4243946	3147525	318	143	28
3366604	1194828	680	81	55
4710180	3847810	1348	160	118
1614034	2528326	444	466	13
2688678	4711429	1861	194	20
3016810	2789626	4330	164	90
3406792	2496906	1	1	1
2067337	96562	30	6	2
1160476	3289852	54	8	8
2937403	98849	320	9	2
3943091	4439970	10283	53	1
1549334	4581355	6693	81	2
4366552	4645184	181	38	1
4609928	1956400	169	56	26
898915	29583	48	9	32
2637625	2821180	114	101	94
3324434	3591347	10	5	2
4552026	1748831	126	146	352
2416388	2017176	465	77	73
4549248	3031945	907	280	323
2318498	1650875	98	5	1881
637423	675812	389	134	100
4614085	2799941	49	525	662
4641771	2222960	45	21	39
2339318	279209	63	9	96
842276	713186	58	4	10
1115891	1763499	112	41	18
2172036	1513830	109	16	21
2086491	2953851	64	37	10
283907	4826903	1992	401	43
910606	3312586	25	4	24
2783132	221162	258	13	2
2978024	4579369	94	10	1
701411	4855480	136	2	2921
1775742	768955	80	7	1
1740138	858343	35	7	1103
1620797	4249438	801	14	7
3590015	1607016	500	50	373
4025201	3682391	63	37	50
1180915	1522368	62	30	175
3805014	3669745	320	43	401
3776532	4447708	225	23	18
4769621	2976486	22	26	118
3459643	2248198	46	11	528
2406354	3962762	105	6	9
1556221	2633482	18	10	4
2317761	2001651	301	111	1
1201348	1909746	487	194	159
283737	3087391	189	63	36
930653	4577355	123	16	1
84942	15620	83	8	1
4482695	4695336	72	51	38
4705611	4088731	82	215	1418
3143946	3153925	936	172	242
2008753	1337951	90	53	31
1934836	3708508	2471	284	1
1737649	562518	91	24	159
4808177	2077208	13	3	118
726745	3643102	24	9	111
2651474	2102474	153	298	219
1803990	3454055	1	92	2914
4074464	1751669	1	17	860
4035174	2052628	4	13	21
4850593	226471	4365	169	73
4779065	1058137	319	57	17
3113144	2944937	61	3	244
1082434	3742527	175	63	8
437874	2971128	184	10	137
374572	439057	85	5	4
2431513	725835	260	19	39
845108	4339635	60	3	4
4621637	1331265	70	34	59
4666726	3945440	406	64	19
986349	3198042	268	13	7
3034977	4060354	17	5	104
3138162	776962	30	33	17
236400	1863329	114	25	243
820025	3881946	113	22	17
4105702	1488398	42	2	62
2314038	1582905	16349	456	210
3115574	2045710	103	6	2
4303934	4063467	105	1	17
3384323	2291309	240	19	2
4617334	3310087	188	27	7
2885592	1831198	439	85	450
284704	2842882	50	6	823
3498749	3763255	21	7	32
1225988	3791101	8881	157	902
2181281	2757277	1	2	107
3317290	2032601	267	23	34
1086877	3653798	1333	193	18
2582503	2392026	28	4	3
1939986	2129222	64	50	2
2905848	3179768	262	29	142
3743386	1020338	17	3	5
2901076	4053759	726	631	22
3246001	4748530	51	1	203
4342546	793896	10	13	5
1525873	3197041	5	1	4
4305869	1199298	1	32	894
762144	2324656	99	8	5
1069846	180454	702	183	59
356362	3843495	31	14	29
1727464	1041019	1073	267	502
209406	2390918	63	10	89
847782	1805788	1411	364	104
1229247	1998639	14	9	4
595697	282615	203	21	256
389385	3461824	78	2	7
3743349	2831808	886	84	28
79199	169683	34	7	3
3238429	1698047	223	21	54
3333907	2818570	38	15	138
1156871	2765056	4	23	1555
2129348	381425	152	10	2
862958	3014488	4203	87	86
2374857	2766550	31	12	862
2127598	4762204	40	18	2239
2723733	629157	48	2	5
3669700	2604348	195	43	222
3715992	3280484	1	113	424
4863109	4547860	2	1	1
3375012	2846029	153	27	69
2014153	1471685	422	87	1681
4401540	873	800	190	396
1744876	2961203	1	4	14
153115	2140394	401	28	1
1245543	2366971	361	25	124
1427996	892512	8	10	1505
2397149	3297873	3873	340	149
4468935	2979729	203	205	207
4458947	4699491	5	1	1
1112208	1894822	551	51	6
2454128	2343111	802	130	51
1761428	1821035	2469	112	1794
3121855	4632470	11	2	2
4822763	686607	2	36	23
1364723	4581712	196	6	2
2854737	2514137	637	751	55
620807	644195	37	2	12
3868302	4195488	314	164	108
4218365	1208486	1087	58	27
3151544	3449193	43	92	317
3093066	3195362	68	566	3
151465	3298575	643	61	53
1360946	3628627	2556	224	323
3594818	294709	1945	81	1
2654633	1760441	2699	151	21
2381857	4843487	669	79	221
1133857	2183269	268	112	378
1398588	698169	37	12	3
2534205	3154162	273	18	46
847623	2672578	141	64	736
4002395	431709	416	62	205
1039366	448665	111	37	67
3256180	4401732	173	44	18
940845	3953930	34	14	36
1584945	2246217	175	135	80
2678284	4397589	122	26	24
4758008	1872910	218	34	182
1870461	4793968	560	168	2
2012597	1188262	6	2	2
4195700	1339436	40	27	1
731863	1176306	327	70	5
2519567	2963440	48	12	1
3248640	3314815	4	2	272
4456233	462864	105	7	2
1187817	272292	288	12	7
2247971	2863361	6	5	2
1926236	4029098	79	53	8
2519406	264488	87	9	415
71384	2692870	87	6	2
1637716	661185	7	4	250
2013943	581535	304	135	1283
4744670	906238	72	8	1
185058	920489	171	14	44
2445868	3832147	117	6	155
4106313	593845	3004	161	5
3687221	3450586	191	68	4
4263987	4520863	5	424	3432
2943370	2582360	38	23	59
4156426	4117773	32	6	11
1878924	2547570	2012	85	9
2787998	3813019	85	160	12
4755188	62301	1893	75	44
3284140	2803801	43	6	36
462477	516391	2418	240	100
1262086	2352031	10	21	3
3968287	1606957	129	21	5
1094103	1769538	6	1	12
508396	4218823	125	29	507
2769446	2681326	27	4	11
1302093	4114844	1219	48	276
3147075	683782	109	7	3
3918650	71883	90	20	33
1478080	1941542	7009	593	7
3291145	3136764	4218	105	55
3227850	1317913	641	191	46
494454	90890	18	4	73
4828511	3341158	2641	113	49
4848302	4109836	15	2	3
3734728	2518159	789	85	19
2462345	4088270	1047	68	21
4069373	3712023	3470	97	11
740284	1840143	12	8	15
957293	2022241	90	31	95
2773048	2082351	647	242	2
523700	2798849	358	37	1
817110	1210168	1927	138	1
1766470	2450558	311	7	272
2388228	257380	125	22	3
1524138	2753875	332	97	74
2421038	3166872	928	18	1
386502	3198850	339	57	10
3371719	3160283	105	6	3
355006	3862751	46	20	8
3919624	1489692	74	36	4
4848766	480196	482	124	83
1805132	2553868	53	15	80
2975600	3056276	150	42	136
3785728	2094258	34	3	1
3797207	4313335	5	8	768
1783809	4526614	173	46	162
1314981	3013028	1	38	3
2880858	2294037	23	1	50
4437948	3488621	64	63	891
2665339	298941	673	98	94
3517820	141056	1345	50	24
4316559	4836786	912	16	36
1053395	4278119	183	35	22
1960468	2769129	89	23	1
1918522	3952082	71	21	19
1057064	4440822	443	26	16
2438284	1589862	121	5	1
2797888	3091331	1	1	28
1652970	2981769	212	412	6
3210834	376521	8	20	504
663014	611426	3	1	236
4848249	1629019	53	36	351
1336304	4849883	1996	44	3
911416	2198392	51	8	596
3686774	3816942	506	83	250
3843495	1003245	51	29	23
292804	4786357	354	24	98
1682981	2435739	78	9	429
2160016	3413134	359	27	873
1192918	901179	105	51	104
1900278	3282475	357	65	82
2622815	4413698	66	47	35
3210349	3802948	3372	46	3
1633100	994642	8737	163	1
1942877	4268031	66	27	15
2180303	62301	501	71	44
4201368	689733	349	37	161
2046319	3964797	683	60	31
2854737	3584222	637	751	81
625474	2766550	590	43	862
225198	2716487	111	36	11
1792816	2981537	1522	246	1252
3433920	1012003	127	7	5
2617294	751682	240	19	5
2157724	3206764	142	10	2
1579256	4014870	47	7	31
4693243	1471911	202	223	115
485082	847675	198	13	3
602566	1657962	167	19	6
2533794	4004184	78	74	202
4589222	4278142	356	44	2
4224338	4170643	70	5	701
966488	3324191	247	7	245
4696176	3163126	201	521	82
835598	432771	164	343	83
2627841	3384159	12342	418	415
69263	4506028	142	29	1
3468679	4490408	25	1	1
605026	4301586	23	22	25
2891943	4272775	73	4	11
4755228	3997049	80	31	142
639077	3850058	220	19	63
3459643	1871277	46	11	40
1507880	3194900	26	4	4
2822651	3115232	3794	25	1
1987318	3023979	474	40	25
3708550	3418756	1251	139	4
2857415	129391	84	27	23
4562203	1064609	308	86	894
4299641	1203745	528	44	312
3017881	3583105	1122	65	5
1533518	2487910	14	1	12
3925711	1704579	179	35	123
4485566	3303595	265	234	39
606679	1836927	389	96	60
4653522	1000671	867	143	5
2090771	3635915	732	129	261
720901	193884	106	5	6
723447	3065212	168	7	1
2327243	915390	185	53	1345
1169884	4524098	1	11	2
1684694	4263744	548	46	40
1131753	4246625	327	19	3
3561508	1663430	40	3	3
4826295	391112	128	40	23
543226	2393339	1545	46	1266
4270121	1417058	40	23	1
4047135	1894430	3	93	127
445900	2985597	576	161	159
4491434	835598	32	9	343
2339782	3708550	445	196	139
1032491	233361	265	40	314
1185412	2751674	18	24	75
3193509	1509530	54	12	1
3724119	4557720	90	10	526
4651264	4318948	332	34	156
4119505	4442599	1991	344	95
2272826	3457029	62	46	22
147479	932096	258	42	14
1998464	4510276	99	24	41
4660661	3065732	144	8	254
4534610	4103749	198	36	93
3238042	1990125	171	6	64
4812374	3905698	2003	190	4
488817	216346	283	12	7
1864732	534048	140	54	25
4256076	103976	239	38	4
477471	3912127	16	1	1
904957	68756	369	242	230
4218336	3276391	101	70	6
2892500	1033156	236	58	463
4006119	4727207	491	31	925
2823300	2308942	293	33	61
313396	1574175	67	15	23
1187551	1133268	274	96	35
4517163	1727125	1020	13	1
877557	4237235	104	36	318
910606	1279555	25	4	14
478985	2530739	250	21	16
1092700	2265012	382	44	22
3408676	943660	3778	262	28
309423	3045298	577	38	1
2189017	1831951	870	159	19
1068490	410962	1742	201	37
4845736	2738484	59	9	92
3980998	3539185	92	58	1145
1184874	3039338	159	45	165
1639098	88486	60	12	1765
1426890	2613632	1165	85	2
893907	917375	519	81	2
3177663	517162	296	129	21
1448395	4548839	18	96	132
1542723	3537670	181	66	37
2727319	2082826	1	1	1
3532454	642993	143	15	7
4447214	227407	207	15	4
3664915	435311	300	1	9
3799623	1294083	85	10	9
953240	3401354	346	34	41
4577905	2179332	400	57	11
3851616	4219714	27	4	1
2250205	3345091	56	21	1
3441019	4176195	628	68	21
20836	865212	446	38	421
2553405	912869	12914	568	76
4612308	2415826	48	6	1
1893952	421392	98	117	9
1450979	1205471	33	21	6
4317775	4027460	242	219	2951
3457363	1154852	25	3	3
111922	2724502	6879	303	147
2340205	4272512	1	1	116
1067090	1462670	2	2	2
3510127	2850118	25	5	17
4745146	909404	1826	69	14
4052781	3294915	14	24	538
2567221	2672108	677	80	31
1294660	2521279	600	48	120
4596817	4041450	1879	159	3
3391309	904689	449	122	9
2910246	4040152	524	26	1
3903781	115876	100	36	11
513938	1588571	950	87	3
3232338	3995037	41	6	1
1832774	1815430	1647	11	5
1224787	3269082	539	42	8
4463112	2702192	196	23	980
3486920	167943	73	24	19
4181406	3927773	792	42	387
1219306	1831209	133	58	43
4727647	2437433	198	562	170
2123291	1970021	99	1	46
2765071	1364801	56	17	450
1494880	4526948	33	108	95
1743985	3091161	154	35	55
411013	481540	21	2	328
1154180	3641600	2361	248	751
2083091	195252	155	30	1
1436274	843285	492	49	622
3347925	346899	32	2	7
3596594	326390	59	210	30
3676100	478267	1207	197	4
955880	1217525	105	11	5
863643	738638	1804	517	152
1356978	2822235	34	26	12
2207325	2771973	1848	200	15
2063726	2439199	308	61	631
3872420	1141011	79	442	6
4156426	1741955	32	6	2
3943758	1274365	221	26	1
2529530	770054	21	1	444
1669260	4210815	403	88	94
2999986	151877	1369	120	16
1051336	1769542	243	2	4
816931	3943967	220	36	3
267820	3684803	313	81	21
883901	3466697	292	44	7
1913196	849908	13	3	22
422075	2336530	485	163	250
2443545	2608847	23	9	3
1508422	4648051	84	15	4
466167	2587171	876	76	4
2865263	1582613	230	114	264
392779	3361844	2136	148	80
1957173	3574805	2	1	2
1906365	1310515	312	142	47
3969240	951396	53	1	1
1427566	2857726	166	82	40
2512046	3835450	53	9	421
4222160	2335984	60	11	50
4449749	4421049	300	39	23
4628316	3970723	43	54	13
3129073	2036398	1847	35	41
1737013	948228	42	8	1
2222960	144210	193	39	27
3992121	660704	1314	259	111
2568660	3630013	85	6	29
4761813	1618770	59	87	491
993256	4361289	3	2	170
1933514	3276834	12	10	142
4319287	1507870	1522	271	64
259575	3710306	13950	260	363
723133	2628563	620	24	18
324143	1761046	326	73	60
638302	2782367	40	141	83
