Source	Sink	Source_Followings	Source_Followers	Sink_Followers	Distance	Real	Common_Followings	Com_Followings_Ratio	Followers_Ratio	Indirect_Followings	Inv_Indirect_Followings	Source_friends_num	friends_cycle_num	SourceFollowersToSink
2164765	3132209	208	11	1	1	1	0	0.0	0.090909091	0	0	8	1	0
1240262	32999	5	2	75	1	1	0	0.0	37.5	0	0	2	2	0
3442800	213018	58	15	290	1	1	12	0.20689655199999998	19.33333333	11	10	15	285	11
213018	993499	399	290	10	1	1	0	0.0	0.034482759	8	0	290	10	9
4381145	3618907	29	19	17	1	1	8	0.275862069	0.894736842	10	7	15	32	11
3618907	3056533	19	17	1117	1	1	3	0.15789473699999998	65.70588235	7	2	17	245	8
3056533	3069376	25	1117	71	1	1	15	0.6	0.063563115	14	27	944	1010	63
3069376	4524886	71	71	170	1	1	27	0.38028169	2.394366197	19	15	69	233	39
4524886	4521308	105	170	13	1	1	0	0.0	0.07647058799999999	5	0	164	13	10
3007111	1458450	90	291	10	1	1	0	0.0	0.034364261	2	0	291	10	1
4866488	209265	1117	117	73	1	1	0	0.0	0.623931624	12	0	117	72	13
4549703	978623	81	9	226	1	1	6	0.074074074	25.11111111	10	0	9	188	4
978623	1040012	52	226	20	1	1	0	0.0	0.088495575	0	0	143	7	3
3764177	109133	64567	1036	75	1	1	0	0.0	0.072393822	65	0	1036	75	60
3253453	2727581	893	194	757	1	1	162	0.18141097399999997	3.9020618560000004	97	88	194	949	93
2727581	2540979	7394	757	245	1	1	334	0.045171761	0.32364597100000003	141	160	757	1000	142
2540979	985391	1451	245	8	1	1	0	0.0	0.032653061000000004	2	0	245	8	2
2853821	4834923	45	3	1	1	1	0	0.0	0.333333333	0	0	3	1	0
4705270	2126155	168	30	15	1	1	0	0.0	0.5	0	0	30	9	1
3873762	2725710	81	175	28	1	1	0	0.0	0.16	2	0	148	23	12
4488963	3998351	1762	362	65	1	1	0	0.0	0.17955801100000002	18	0	361	65	18
1354059	3505283	37	5	573	1	1	1	0.027027027000000002	114.6	4	0	5	211	1
3505283	2770509	13	573	798	1	1	5	0.384615385	1.392670157	2	72	124	893	260
2770509	181769	316	798	169	1	1	0	0.0	0.21177944899999998	8	0	798	161	24
4415121	124027	69	9	1	1	1	0	0.0	0.111111111	0	0	9	1	0
3908200	4588598	32	3	141	1	1	1	0.03125	47.0	1	1	3	85	0
4588598	3441326	182	141	49	1	1	0	0.0	0.34751773	3	0	109	41	9
2304836	4484544	151	19	56	1	1	0	0.0	2.947368421	4	0	17	45	10
3948848	3702208	1	4	468	1	1	0	0.0	117.0	0	1	2	159	3
3702208	4489853	229	468	3	1	1	1	0.004366812	0.006410256	1	1	457	290	1
4489853	766318	25	3	831	1	1	1	0.04	277.0	1	1	3	427	1
611949	4668377	212	99	17	1	1	0	0.0	0.171717172	3	0	98	16	3
3524438	2502456	2423	51	719	1	1	201	0.08295501400000001	14.09803922	32	30	51	770	30
2502456	2821786	50728	719	17	1	1	0	0.0	0.02364395	13	0	719	17	13
3953076	3299884	4	3	2	1	1	0	0.0	0.666666667	0	0	3	1	0
2310265	1478816	6279	241	35	1	1	8	0.001274088	0.145228216	8	1	234	241	7
1478816	595416	165	35	248	1	1	0	0.0	7.085714286	5	0	35	187	1
3888782	4417382	86	7	477	1	1	11	0.127906977	68.14285714	7	2	6	272	3
4417382	448241	512	477	3	1	1	0	0.0	0.006289308	0	0	421	3	1
1406393	4646030	18	35	1	1	1	0	0.0	0.028571429	0	0	2	0	0
3566847	3185424	1106	155	304	1	1	0	0.0	1.961290323	51	0	155	304	54
1227855	1731754	4546	157	4	1	1	0	0.0	0.025477707000000002	0	0	153	3	0
2529079	3809886	1028	83	1054	1	1	0	0.0	12.69879518	63	0	83	1051	54
15410	4155825	52	5	336	1	1	0	0.0	67.2	0	0	5	2	0
383377	3210032	120	27	96	1	1	10	0.083333333	3.5555555560000003	5	0	27	77	2
2310265	2717060	6279	241	3	1	1	0	0.0	0.012448133	1	0	234	3	1
3141828	4656285	343	38	1446	1	1	15	0.043731778	38.05263158	8	3	38	1297	5
4656285	1804817	35429	1446	131	1	1	0	0.0	0.090594744	44	0	1423	131	53
2533794	641970	78	74	36	1	1	0	0.0	0.486486486	11	0	71	35	10
3298129	1656175	312	16	42	1	1	0	0.0	2.625	0	0	16	39	0
3779776	4266216	110	136	9	1	1	0	0.0	0.066176471	0	0	61	4	0
646688	850193	243	115	252	1	1	34	0.139917695	2.191304348	37	32	115	364	47
850193	2681544	384	252	74	1	1	0	0.0	0.293650794	10	0	251	71	13
1405177	2343253	508	52	1882	1	1	20	0.039370079	36.19230769	11	6	51	1691	9
2343253	3018422	86403	1882	4	1	1	0	0.0	0.002125399	1	0	1844	4	2
2199673	3180057	2496	118	73	1	1	0	0.0	0.6186440679999999	8	0	118	73	0
2770705	4226284	26	1	755	1	1	13	0.5	755.0	11	0	1	444	0
4226284	824061	82	755	15	1	1	0	0.0	0.01986755	0	0	462	12	10
4363528	3232574	64	15	6	1	1	0	0.0	0.4	0	0	15	4	0
187866	1117931	263	37	32	1	1	0	0.0	0.864864865	2	0	35	31	3
974734	2289611	6	3	147	1	1	4	0.666666667	49.0	4	3	3	144	3
2289611	2437017	14	147	82	1	1	12	0.857142857	0.557823129	10	34	143	227	50
2437017	815321	66	82	8	1	1	28	0.424242424	0.097560976	3	26	81	89	4
815321	661185	49	8	250	1	1	33	0.673469388	31.25	33	5	8	244	5
661185	2972718	206	250	4	1	1	0	0.0	0.016	0	1	250	213	0
658737	4710604	262	42	664	1	1	0	0.0	15.80952381	2	0	42	489	1
1834369	3915152	1550	76	1	1	1	0	0.0	0.013157895	0	0	69	1	0
4706421	3992118	199	81	16	1	1	0	0.0	0.19753086399999997	8	0	75	16	8
4179760	916936	253	13	57	1	1	14	0.055335968	4.384615385	0	1	12	68	0
916936	2300104	458	57	65	1	1	62	0.135371179	1.140350877	6	11	57	122	8
2300104	510272	1453	65	249	1	1	0	0.0	3.830769231	24	0	65	247	22
3394671	1153320	107	6	1	1	1	0	0.0	0.166666667	0	0	3	1	0
323672	925886	24	3	548	1	1	3	0.125	182.66666669999998	6	0	1	148	1
1643894	1802632	208	10	1	1	1	0	0.0	0.1	0	0	9	1	0
1075576	102686	453	85	32	1	1	0	0.0	0.376470588	12	0	82	32	14
2293763	3454483	1	3	1	1	1	0	0.0	0.333333333	0	0	0	0	0
995616	1402455	12	8	99	1	1	5	0.41666666700000005	12.375	4	0	4	58	3
1402455	402638	49	99	225	1	1	10	0.204081633	2.272727273	14	10	77	228	55
402638	3516555	22	225	218	1	1	7	0.318181818	0.968888889	11	4	203	301	108
3516555	1986249	25	218	12	1	1	0	0.0	0.055045872	1	0	124	10	7
743326	916514	569	38	1	1	1	0	0.0	0.026315789	0	0	37	1	0
4845060	2494444	250	32	399	1	1	0	0.0	12.46875	12	0	32	383	12
176070	2439922	600	39	88	1	1	0	0.0	2.256410256	9	0	38	87	9
4547539	4185257	3195	206	35	1	1	0	0.0	0.16990291300000002	19	0	206	35	20
1560976	3779877	307	19	7	1	1	0	0.0	0.36842105299999994	4	0	19	6	4
2755468	3218379	15	20	27	1	1	14	0.933333333	1.35	11	18	20	46	16
3218379	1891283	66	27	8	1	1	0	0.0	0.296296296	0	0	27	4	0
3047346	4807641	640	74	5	1	1	0	0.0	0.067567568	2	0	74	5	2
389385	1524917	78	2	427	1	1	0	0.0	213.5	3	0	1	280	1
395249	2181760	702	59	171	1	1	0	0.0	2.898305085	31	0	59	169	16
1190310	4430563	363	9	11	1	1	0	0.0	1.222222222	1	0	7	6	0
3747320	2242180	218	19	323	1	1	0	0.0	17.0	3	0	18	242	2
2454978	1230589	175	57	124	1	1	11	0.062857143	2.175438596	7	4	57	178	7
1230589	359609	518	124	294	1	1	0	0.0	2.370967742	14	0	123	275	11
1537459	3115867	75	16	1350	1	1	6	0.08	84.375	6	3	16	1181	3
3115867	224368	61238	1350	8	1	1	0	0.0	0.005925926	3	0	1341	8	3
3768275	3271484	254	91	1507	1	1	24	0.094488189	16.56043956	24	15	91	1465	19
3271484	2682150	34095	1507	53	1	1	0	0.0	0.03516921	32	0	1482	53	34
1168405	2471981	252	18	4	1	1	0	0.0	0.222222222	1	0	18	3	0
991184	615681	65	18	16	1	1	0	0.0	0.8888888890000001	6	0	18	16	5
1287372	1068032	216	120	35	1	1	49	0.226851852	0.291666667	15	43	120	155	19
1068032	752912	115	35	17	1	1	0	0.0	0.485714286	12	0	35	17	5
1671376	966820	2451	64	1	1	1	0	0.0	0.015625	0	0	64	1	0
2631767	2967345	285	38	13	1	1	0	0.0	0.342105263	5	0	38	13	5
3047201	1609785	140	231	29	1	1	0	0.0	0.125541126	6	0	179	20	13
3946069	4030529	77	15	299	1	1	25	0.324675325	19.93333333	7	3	13	257	4
4030529	1828528	3324	299	8	1	1	7	0.0021058970000000002	0.026755853	0	0	295	170	0
1828528	2347398	282	8	2	1	1	0	0.0	0.25	0	0	7	2	0
4033011	76358	187	11	150	1	1	0	0.0	13.63636364	4	0	11	134	1
3075383	2025680	87	16	4	1	1	0	0.0	0.25	0	0	11	2	1
3672710	3023674	33	9	1637	1	1	2	0.060606060999999996	181.88888889999998	2	2	9	385	1
3023674	4027460	59	1637	2951	1	1	2	0.033898305	1.802687844	14	6	1272	2822	589
4027460	4074251	554	2951	10	1	1	0	0.0	0.003388682	3	0	1578	8	9
1167806	1111204	858	79	165	1	1	0	0.0	2.088607595	31	0	79	165	29
4823901	2452808	236	49	9	1	1	0	0.0	0.18367346899999998	0	0	47	6	0
3300806	4725490	517	46	72	1	1	0	0.0	1.565217391	5	0	46	71	6
452761	1207238	3160	59	14	1	1	0	0.0	0.237288136	5	0	59	13	0
3528789	1613777	91	6	1	1	1	0	0.0	0.166666667	0	0	6	1	0
2811561	2114002	182	63	7	1	1	0	0.0	0.111111111	0	0	63	6	1
2442398	3900384	185	66	71	1	1	0	0.0	1.075757576	7	0	62	65	7
2307868	2104166	38778	1131	9	1	1	0	0.0	0.00795756	5	0	1129	9	5
676096	2334539	34	75	295	1	1	0	0.0	3.933333333	4	0	18	104	23
429643	1522730	19669	767	15	1	1	0	0.0	0.019556714	11	0	767	15	11
975201	372297	164	6	3	1	1	0	0.0	0.5	1	0	6	3	1
4523384	302513	2	1	1	1	1	0	0.0	1.0	0	0	1	1	0
2320576	3117140	420	56	32	1	1	0	0.0	0.571428571	5	0	55	28	7
2247286	3687762	61	45	627	1	1	22	0.36065573799999995	13.93333333	28	19	45	667	29
3687762	2685765	3168	627	550	1	1	0	0.0	0.8771929820000001	98	0	627	549	97
558216	369071	85	10	17	1	1	9	0.10588235300000001	1.7	0	1	10	21	1
369071	376521	34	17	504	1	1	7	0.20588235300000002	29.64705882	11	0	14	300	12
376521	409457	133	504	5	1	1	0	0.0	0.009920635	0	0	358	3	2
2798985	4447188	330	30	75	1	1	0	0.0	2.5	8	0	30	70	8
3896019	1251882	161	95	3	1	1	0	0.0	0.031578947	1	0	95	3	1
2398291	4613956	324	14	263	1	1	0	0.0	18.78571429	8	0	14	257	6
319124	2600253	80	20	148	1	1	10	0.125	7.4	6	3	20	165	4
2600253	2758895	652	148	22	1	1	0	0.0	0.148648649	5	0	148	22	5
3849126	1868559	227	10	121	1	1	3	0.013215858999999998	12.1	1	0	8	23	0
1868559	3902639	27	121	165	1	1	0	0.0	1.363636364	2	0	7	13	10
4735912	1496307	28	2	1	1	1	0	0.0	0.5	0	0	1	1	0
3552708	2839760	523	45	207	1	1	0	0.0	4.6	5	0	44	193	4
2073472	3448163	586	90	64	1	1	0	0.0	0.7111111109999999	16	0	90	64	15
4737700	2816680	74	15	3	1	1	0	0.0	0.2	0	0	14	2	0
4229482	200455	1285	182	6	1	1	0	0.0	0.032967033	2	0	182	6	1
1026542	623364	26	2	6	1	1	21	0.807692308	3.0	1	1	2	8	1
623364	3207858	168	6	119	1	1	0	0.0	19.83333333	8	0	6	68	0
2132225	2397233	140	7	166	1	1	0	0.0	23.71428571	0	0	6	67	1
2190221	4535241	1659	228	227	1	1	111	0.066907776	0.995614035	44	18	227	444	39
4535241	4238451	587	227	1643	1	1	1	0.0017035779999999999	7.237885463	19	1	220	1530	61
4238451	3539751	54	1643	43	1	1	0	0.0	0.026171637	3	0	973	36	10
4147162	1367976	95	8	1	1	1	0	0.0	0.125	0	0	8	1	0
4709247	2527081	1	14	1	1	1	0	0.0	0.071428571	0	0	0	0	0
1153183	2709652	168	43	335	1	1	10	0.05952381	7.790697674	8	6	43	373	7
2709652	4165767	3238	335	2	1	1	0	0.0	0.005970149	0	0	332	2	0
2172036	3021609	109	16	47	1	1	0	0.0	2.9375	2	0	16	35	2
1127544	1116703	130	67	533	1	1	21	0.161538462	7.955223881	22	20	67	580	25
3759853	3549801	16331	451	16	1	1	0	0.0	0.035476718	5	0	450	16	4
4759269	3638272	27	2	2022	1	1	3	0.111111111	1011.0	1	1	2	1266	1
3638272	4753711	383713	2022	1	1	1	0	0.0	0.00049456	0	0	1927	1	0
4156257	2343253	113	63	1882	1	1	15	0.132743363	29.87301587	13	12	63	1553	19
2343253	266034	86403	1882	2	1	1	0	0.0	0.0010626989999999998	1	0	1844	2	1
1730094	1453119	621	71	24	1	1	4	0.006441224000000001	0.338028169	3	0	70	80	2
1453119	3842148	29	24	719	1	1	7	0.24137931	29.95833333	3	10	22	741	10
3842148	1641336	11430	719	6	1	1	0	0.0	0.008344924	5	0	719	6	5
2540404	4762204	14	4	2239	1	1	2	0.14285714300000002	559.75	2	3	3	815	3
4762204	1001891	4519	2239	85	1	1	12	0.002655455	0.037963377	24	0	2192	97	7
1001891	2516371	41	85	20	1	1	0	0.0	0.235294118	1	0	39	10	4
1034814	819792	3359	117	69	1	1	0	0.0	0.58974359	16	0	116	69	16
3474744	364258	37	2	1	1	1	0	0.0	0.5	0	0	1	1	0
4828460	3023333	31	15	7	1	1	0	0.0	0.46666666700000003	3	0	15	5	2
1633782	3948037	91	41	67	1	1	44	0.48351648399999997	1.634146341	22	21	41	103	20
3948037	746752	354	67	56	1	1	0	0.0	0.835820896	22	0	66	56	13
2202417	2642498	161	163	2	1	1	0	0.0	0.012269938999999999	0	0	140	1	0
214433	253963	531	340	126	1	1	0	0.0	0.370588235	19	0	339	126	35
4848784	3085008	139	12	7	1	1	0	0.0	0.583333333	0	0	12	5	0
740370	2483187	613	97	31	1	1	0	0.0	0.319587629	2	0	93	27	2
4071756	2981380	309	27	1	1	1	0	0.0	0.037037037	0	0	26	1	0
2723775	2731550	16	83	25	1	1	9	0.5625	0.301204819	1	9	74	103	9
2731550	3757536	73	25	189	1	1	7	0.095890411	7.56	5	1	24	190	5
3757536	2353305	120	189	274	1	1	0	0.0	1.44973545	0	0	172	103	4
2353305	1157769	7	274	38	1	1	5	0.7142857140000001	0.138686131	0	6	56	42	22
1157769	385042	99	38	7	1	1	0	0.0	0.184210526	1	0	12	4	1
1237709	737879	230	90	9	1	1	0	0.0	0.1	4	0	87	9	5
3914634	3365446	19	3	11	1	1	0	0.0	3.666666667	0	0	1	3	0
4520848	25593	45	20	1914	1	1	8	0.177777778	95.7	8	2	19	902	9
25593	711347	502	1914	37	1	1	27	0.053784860999999996	0.019331243	13	20	1787	1294	27
711347	194265	129	37	82	1	1	23	0.17829457399999998	2.216216216	6	10	34	113	8
194265	4131002	677	82	107	1	1	0	0.0	1.304878049	7	0	79	90	7
1568533	4855480	99	42	2921	1	1	4	0.04040404	69.54761905	5	2	40	1382	10
4855480	1262094	163	2921	145	1	1	15	0.09202454	0.04964053400000001	8	33	2408	1981	76
1262094	4586112	243	145	10	1	1	0	0.0	0.068965517	0	0	138	6	0
