Source	Sink	Source_Followings	Source_Followers	Sink_Followers	Distance	Real	Common_Followings	Com_Followings_Ratio	Followers_Ratio	Indirect_Followings	Inv_Indirect_Followings
1351352	2222966	3	1	44	1	1	0	0.0	44.0	0	0
1175832	2765321	110	90	1	1	1	0	0.0	0.011111111111111112	0	0
2009366	3241251	184	49	2002	1	1	14	0.07608695652173914	40.857142857142854	12	0
2286612	1118721	74	26	5	1	1	23	0.3108108108108108	0.19230769230769232	3	10
4698411	1036154	388	85	46	1	1	4	0.010309278350515464	0.5411764705882353	0	1
4646668	3452094	160	18	2	1	1	0	0.0	0.1111111111111111	1	0
1653268	3888945	5919	183	66	1	1	0	0.0	0.36065573770491804	45	0
1565864	666253	620	102	39	1	1	13	0.020967741935483872	0.38235294117647056	7	6
670299	2971288	378	33	16	1	1	7	0.018518518518518517	0.48484848484848486	0	0
4487276	528433	44	2	1	1	1	0	0.0	0.5	0	0
4504183	2883495	47	14	1	1	1	0	0.0	0.07142857142857142	0	0
1396884	1368539	2277	361	274	1	1	0	0.0	0.7590027700831025	117	0
1657654	2141492	181	43	22	1	1	0	0.0	0.5116279069767442	4	0
3770686	3063573	345	40	93	1	1	12	0.034782608695652174	2.325	3	3
2911665	1681700	18	8	6	1	1	0	0.0	0.75	2	0
1988347	2912346	3660	205	368	1	1	0	0.0	1.7951219512195122	46	0
1810410	1341460	39	39	27	1	1	0	0.0	0.6923076923076923	0	0
4449749	288549	300	39	27	1	1	0	0.0	0.6923076923076923	0	0
3692657	1464048	2350	33	2	1	1	0	0.0	0.06060606060606061	0	0
4777191	3820797	3938	86	5	1	1	0	0.0	0.05813953488372093	2	0
386424	49476	7871	131	30	1	1	0	0.0	0.22900763358778625	11	0
1945661	2082718	707	191	7	1	1	0	0.0	0.03664921465968586	2	0
1200246	2897926	697	74	565	1	1	39	0.05595408895265423	7.635135135135135	13	12
4539265	3539691	82	37	1	1	1	0	0.0	0.02702702702702703	0	0
199956	4811476	29	6	49	1	1	0	0.0	8.166666666666666	0	0
958099	2002208	2391	63	2	1	1	0	0.0	0.031746031746031744	1	0
3169674	3501277	715	73	31	1	1	0	0.0	0.4246575342465753	9	0
4487611	2066077	69	350	2	1	1	0	0.0	0.005714285714285714	0	0
3885380	300239	179	49	254	1	1	20	0.11173184357541899	5.183673469387755	4	6
4241043	1567024	327	117	3	1	1	0	0.0	0.02564102564102564	0	0
2913726	1371892	182	41	5	1	1	0	0.0	0.12195121951219512	2	0
241701	3014245	67	1	119	1	1	0	0.0	119.0	3	0
1706005	462205	446	31	788	1	1	31	0.06950672645739911	25.419354838709676	15	1
2018928	3490516	576	45	54	1	1	0	0.0	1.2	1	0
4488849	3099997	4704	136	105	1	1	0	0.0	0.7720588235294118	64	0
3866367	1604785	37	12	139	1	1	11	0.2972972972972973	11.583333333333334	3	5
1363893	1199298	6	4	894	1	1	0	0.0	223.5	1	0
2075583	2899112	242	17	4	1	1	0	0.0	0.23529411764705882	1	0
2040761	1904309	578	19	149	1	1	0	0.0	7.842105263157895	1	0
4104749	4272449	851	57	101	1	1	0	0.0	1.7719298245614035	6	0
619144	2817394	834	252	46	1	1	0	0.0	0.18253968253968253	4	0
2895114	3790299	191	54	4	1	1	0	0.0	0.07407407407407407	0	0
4663781	4245904	383	100	2	1	1	0	0.0	0.02	0	0
3550361	188775	1293	205	148	1	1	0	0.0	0.7219512195121951	36	0
102876	4686654	386	58	284	1	1	8	0.02072538860103627	4.896551724137931	8	0
3830515	80358	271	58	84	1	1	0	0.0	1.4482758620689655	20	0
2456814	4762204	61	16	2239	1	1	9	0.14754098360655737	139.9375	15	7
2305014	2556290	606	10	6	1	1	0	0.0	0.6	0	0
3003067	808752	6	17	7	1	1	1	0.16666666666666666	0.4117647058823529	1	1
3873762	2074879	81	175	268	1	1	4	0.04938271604938271	1.5314285714285714	8	2
2594924	1221215	121	65	116	1	1	0	0.0	1.7846153846153847	2	0
3631686	542356	319	165	24	1	1	0	0.0	0.14545454545454545	6	0
4721599	1753073	75	20	1	1	1	0	0.0	0.05	0	0
788657	1055277	72	77	148	1	1	12	0.16666666666666666	1.922077922077922	11	10
4519069	1516168	20799	387	213	1	1	0	0.0	0.5503875968992248	121	0
2670064	832569	745	30	1	1	1	0	0.0	0.03333333333333333	0	0
2067894	1900822	264	65	3	1	1	0	0.0	0.046153846153846156	1	0
2722942	100552	8655	240	132	1	1	0	0.0	0.55	52	0
3242439	760270	161	49	195	1	1	0	0.0	3.979591836734694	5	0
970864	1859355	159	7	7	1	1	0	0.0	1.0	3	0
3646619	1694903	7	1	9	1	1	0	0.0	9.0	0	0
834954	3339297	24	163	8	1	1	0	0.0	0.049079754601226995	1	0
3897310	4693358	495	23	25	1	1	0	0.0	1.0869565217391304	5	0
4049854	2248719	113	33	5	1	1	0	0.0	0.15151515151515152	0	0
2175924	4063924	56	23	1	1	1	0	0.0	0.043478260869565216	0	0
837572	3513203	1973	70	13	1	1	0	0.0	0.18571428571428572	3	0
3614134	2862019	38	79	903	1	1	4	0.10526315789473684	11.430379746835444	19	3
1181654	2803047	113	5	6	1	1	0	0.0	1.2	1	0
129786	3936176	30	2	207	1	1	2	0.06666666666666667	103.5	1	1
188027	3660614	112	33	40	1	1	0	0.0	1.2121212121212122	2	0
649105	3568834	1548	152	48	1	1	6	0.003875968992248062	0.3157894736842105	4	3
523700	4020189	358	37	6	1	1	0	0.0	0.16216216216216217	0	0
3889529	1905303	277	51	13	1	1	0	0.0	0.2549019607843137	0	0
2381188	2768414	82	860	216	1	1	14	0.17073170731707318	0.25116279069767444	4	7
14638	3373931	4	17	256	1	1	2	0.5	15.058823529411764	1	4
155547	263767	350	34	25	1	1	0	0.0	0.7352941176470589	0	0
781211	778466	51850	976	42	1	1	0	0.0	0.0430327868852459	38	0
4255956	748414	182	5	23	1	1	0	0.0	4.6	1	0
3134537	4494198	114	20	217	1	1	13	0.11403508771929824	10.85	6	1
1139266	3672836	61	2	9	1	1	1	0.01639344262295082	4.5	1	1
4533936	4528986	156	48	33	1	1	15	0.09615384615384616	0.6875	11	18
203661	1273866	138	18	3	1	1	0	0.0	0.16666666666666666	1	0
1053192	2236532	701	143	69	1	1	0	0.0	0.4825174825174825	19	0
2770705	2023814	26	1	247	1	1	5	0.19230769230769232	247.0	5	1
2196316	2027108	87	58	1172	1	1	25	0.28735632183908044	20.20689655172414	13	23
2851109	4314975	98554	450	1	1	1	0	0.0	0.0022222222222222222	0	0
1951044	1580584	194	7	1	1	1	0	0.0	0.14285714285714285	0	0
2856517	3402731	136	1	3654	1	1	2	0.014705882352941176	3654.0	13	0
569828	3922384	92	1	29	1	1	0	0.0	29.0	0	0
3301156	746015	1455	26	8	1	1	0	0.0	0.3076923076923077	1	0
807374	3160736	241	48	15	1	1	0	0.0	0.3125	4	0
275674	116271	10	7	18	1	1	3	0.3	2.5714285714285716	3	5
2525993	2972010	88	26	101	1	1	16	0.18181818181818182	3.8846153846153846	8	6
1169783	568276	314	246	58	1	1	16	0.050955414012738856	0.23577235772357724	8	16
3530678	1007280	36	3	7	1	1	0	0.0	2.3333333333333335	3	0
3438576	3307570	137761	3424	55	1	1	0	0.0	0.01606308411214953	44	0
601256	1611899	147	5	18	1	1	0	0.0	3.6	3	0
3461425	4177929	125	1	2	1	1	0	0.0	2.0	0	0
4264630	2762372	47	9	818	1	1	11	0.23404255319148937	90.88888888888889	9	2
1921268	612782	651	174	5	1	1	0	0.0	0.028735632183908046	0	0
421093	1141526	205	64	5	1	1	0	0.0	0.078125	0	0
1065411	933505	480	19	13	1	1	0	0.0	0.6842105263157895	1	0
2824361	3279091	14	4	200	1	1	3	0.21428571428571427	50.0	0	0
99710	2277070	47	29	751	1	1	14	0.2978723404255319	25.896551724137932	12	12
892317	2547060	45	6	2	1	1	0	0.0	0.3333333333333333	0	0
2173818	4503824	382	57	116	1	1	16	0.041884816753926704	2.0350877192982457	7	2
1096177	302379	18	14	10	1	1	6	0.3333333333333333	0.7142857142857143	6	6
3570938	2687125	14	6	128	1	1	0	0.0	21.333333333333332	0	0
496062	3978531	374	22	15	1	1	9	0.02406417112299465	0.6818181818181818	4	0
3956897	1380522	37	34	190	1	1	0	0.0	5.588235294117647	4	0
3386853	4705254	53	25	2	1	1	0	0.0	0.08	0	0
1857477	1398883	1352	57	8	1	1	0	0.0	0.14035087719298245	2	0
3677080	4408671	174	8	9	1	1	0	0.0	1.125	2	0
1581411	2969057	39	19	7	1	1	0	0.0	0.3684210526315789	0	0
1956344	3377529	26	16	6	1	1	0	0.0	0.375	0	0
1704301	2896906	192	84	1193	1	1	59	0.3072916666666667	14.202380952380953	65	40
258799	4346310	39	3	9	1	1	0	0.0	3.0	0	0
1996648	3706159	98	97	155	1	1	0	0.0	1.597938144329897	10	0
2838024	939638	160	22	67	1	1	21	0.13125	3.0454545454545454	5	9
1185681	4114865	3	1	1	1	1	0	0.0	1.0	0	0
4628259	3060714	291	8	1783	1	1	0	0.0	222.875	8	0
4209215	2509082	238	215	23	1	1	0	0.0	0.10697674418604651	4	0
929305	520439	361	9	9	1	1	0	0.0	1.0	3	0
2321229	4533912	989	44	6	1	1	0	0.0	0.13636363636363635	3	0
220699	2436380	285	89	4	1	1	1	0.0035087719298245615	0.0449438202247191	1	0
2704156	3705070	368	56	740	1	1	34	0.09239130434782608	13.214285714285714	25	19
1441324	2464282	385	84	104	1	1	0	0.0	1.2380952380952381	5	0
688738	860610	25	5	2	1	1	0	0.0	0.4	0	0
3426715	2443404	947	129	1	1	1	0	0.0	0.007751937984496124	0	0
811770	3402731	41	3	3654	1	1	0	0.0	1218.0	2	0
2881345	497356	2	1	43	1	1	0	0.0	43.0	0	0
4099006	2928722	184	17	11	1	1	0	0.0	0.6470588235294118	0	0
3660943	808859	555	12	5	1	1	0	0.0	0.4166666666666667	1	0
4394985	3862068	175	22	12	1	1	0	0.0	0.5454545454545454	9	0
3616561	1000313	644	116	3	1	1	0	0.0	0.02586206896551724	1	0
1465257	2728319	84	9	4	1	1	0	0.0	0.4444444444444444	0	0
3723496	3182711	24	543	61	1	1	0	0.0	0.11233885819521179	1	0
4681788	3624714	105	79	826	1	1	6	0.05714285714285714	10.455696202531646	16	0
1289767	3978787	69	12	1204	1	1	0	0.0	100.33333333333333	0	0
3631058	4258303	261	6	3	1	1	0	0.0	0.5	1	0
1388900	4710887	151	23	95	1	1	0	0.0	4.130434782608695	10	0
873429	3960389	74	23	16	1	1	0	0.0	0.6956521739130435	0	0
1132845	3455169	78	17	1	1	1	0	0.0	0.058823529411764705	0	0
1625085	4256453	630	1	31	1	1	0	0.0	31.0	3	0
2675455	4676682	109	3	5	1	1	0	0.0	1.6666666666666667	0	0
1289767	3978787	69	12	1204	1	1	0	0.0	100.33333333333333	0	0
4372315	668012	397	29	2	1	1	0	0.0	0.06896551724137931	0	0
4399473	2010105	87	13	7	1	1	0	0.0	0.5384615384615384	0	0
1054833	1372448	47	18	1	1	1	0	0.0	0.05555555555555555	0	0
2014153	534622	422	87	9	1	1	0	0.0	0.10344827586206896	2	0
1393329	2586149	445	374	826	1	1	0	0.0	2.2085561497326203	56	0
2649949	3632164	866	79	12	1	1	0	0.0	0.1518987341772152	2	0
3679910	1978179	374	39	50	1	1	8	0.0213903743315508	1.2820512820512822	2	2
3948751	3085889	380	53	2	1	1	0	0.0	0.03773584905660377	0	0
905589	2712999	215	16	602	1	1	26	0.12093023255813953	37.625	20	2
3745069	4321895	73	54	515	1	1	17	0.2328767123287671	9.537037037037036	15	8
3191004	75731	1343	62	3	1	1	0	0.0	0.04838709677419355	1	0
3539414	4797483	129	36	19	1	1	0	0.0	0.5277777777777778	0	0
144557	805044	120	94	7	1	1	0	0.0	0.07446808510638298	1	0
1999464	1572550	89	17	38	1	1	0	0.0	2.235294117647059	1	0
3564185	3992941	175	33	1	1	1	0	0.0	0.030303030303030304	0	0
2612025	2360910	48	12	154	1	1	9	0.1875	12.833333333333334	5	2
3147075	1603044	109	7	96	1	1	0	0.0	13.714285714285714	12	0
1483385	1436972	164	17	2	1	1	0	0.0	0.11764705882352941	0	0
3010439	98420	32	20	339	1	1	11	0.34375	16.95	8	6
1159144	2654333	53	20	1381	1	1	0	0.0	69.05	16	0
2199673	300094	2496	118	11	1	1	0	0.0	0.09322033898305085	5	0
3378229	2840767	76	5	8	1	1	0	0.0	1.6	0	0
2060888	4065568	136	11	1	1	1	0	0.0	0.09090909090909091	0	0
3375508	2883965	445	26	1	1	1	0	0.0	0.038461538461538464	0	0
2417958	81008	1099	35	65	1	1	0	0.0	1.8571428571428572	2	0
135188	1554	5860	51	3	1	1	0	0.0	0.058823529411764705	1	0
3451152	1969506	287	30	2	1	1	0	0.0	0.06666666666666667	0	0
1071721	4089390	18	12	145	1	1	0	0.0	12.083333333333334	0	0
4268239	1222746	124	1117	285	1	1	0	0.0	0.25514771709937334	7	0
2849622	688049	2673	117	30	1	1	0	0.0	0.2564102564102564	1	0
3938536	1573019	15	1	1	1	1	0	0.0	1.0	0	0
2683954	1297154	134	6	1	1	1	0	0.0	0.16666666666666666	0	0
2337375	3467722	1815	143	60	1	1	0	0.0	0.4195804195804196	21	0
4401406	1446824	2141	381	569	1	1	346	0.16160672582905183	1.4934383202099737	168	160
4370257	86763	31	96	45	1	1	0	0.0	0.46875	0	0
1839776	880495	14	3	414	1	1	5	0.35714285714285715	138.0	4	0
4738916	3652256	34124	1165	83	1	1	0	0.0	0.07124463519313305	32	0
3057075	914136	111	44	56	1	1	56	0.5045045045045045	1.2727272727272727	27	30
3548100	1870017	153	24	1	1	1	0	0.0	0.041666666666666664	0	0
4014645	1313910	3	2	1	1	1	0	0.0	0.5	0	0
3297919	2023814	17	6	247	1	1	3	0.17647058823529413	41.166666666666664	2	0
3322117	3517744	575	103	184	1	1	0	0.0	1.7864077669902914	39	0
1013848	1877793	470	71	369	1	1	0	0.0	5.197183098591549	16	0
1185597	3907996	1501	64	485	1	1	243	0.16189207195203198	7.578125	39	39
347640	3251874	1106	330	8	1	1	0	0.0	0.024242424242424242	3	0
4108836	2303002	4235	97	54	1	1	0	0.0	0.5567010309278351	48	0
2765056	1855961	574	1555	2	1	1	0	0.0	0.0012861736334405145	0	0
4841167	2338008	25	9	24	1	1	0	0.0	2.6666666666666665	5	0
3981914	1082454	360	93	5	1	1	0	0.0	0.053763440860215055	0	0
1879297	409457	11	1	5	1	1	0	0.0	5.0	0	0
962972	1931912	231	96	163	1	1	0	0.0	1.6979166666666667	4	0
941870	133821	19	33	1294	1	1	1	0.05263157894736842	39.21212121212121	8	0
3809045	1746983	119	21	5	1	1	0	0.0	0.23809523809523808	0	0
637416	1124680	42	8	21	1	1	0	0.0	2.625	1	0
1918756	3730283	54	13	1	1	1	0	0.0	0.07692307692307693	0	0
847623	4536530	141	64	51	1	1	9	0.06382978723404255	0.796875	31	9
3921019	1708603	132	10	1	1	1	0	0.0	0.1	0	0
866252	3833721	669	89	19	1	1	0	0.0	0.21348314606741572	9	0
1162253	4307002	46	15	5	1	1	0	0.0	0.3333333333333333	3	0
1676913	109184	89	22	298	1	1	0	0.0	13.545454545454545	9	0
3552521	4463567	106	59	5	1	1	0	0.0	0.0847457627118644	0	0
648313	3134736	666	75	1413	1	1	23	0.03453453453453453	18.84	27	5
4100048	4250696	89	9	3	1	1	0	0.0	0.3333333333333333	0	0
145497	2755303	73	24	46	1	1	0	0.0	1.9166666666666667	1	0
1457814	4274510	17	8	29	1	1	13	0.7647058823529411	3.625	7	5
719600	1906240	369	7	2	1	1	0	0.0	0.2857142857142857	0	0
4174407	2018881	76	16	1284	1	1	13	0.17105263157894737	80.25	11	2
2945040	313337	95	1	479	1	1	0	0.0	479.0	1	0
2245586	1881447	26	6	28	1	1	0	0.0	4.666666666666667	2	0
1824229	1685621	654	56	348	1	1	0	0.0	6.214285714285714	16	0
4715050	3514678	1394	154	10	1	1	0	0.0	0.06493506493506493	3	0
458930	2269319	155	23	371	1	1	0	0.0	16.130434782608695	5	0
3528789	793528	91	6	8	1	1	0	0.0	1.3333333333333333	0	0
502360	284364	2164	162	30	1	1	0	0.0	0.18518518518518517	22	0
1417054	3463824	509	31	4	1	1	0	0.0	0.12903225806451613	2	0
308504	4330577	408	61	3	1	1	0	0.0	0.04918032786885246	1	0
2396535	2045340	26	48	50	1	1	7	0.2692307692307692	1.0416666666666667	2	3
113679	1970528	55	2	134	1	1	10	0.18181818181818182	67.0	1	0
2873662	1593067	87	5	118	1	1	0	0.0	23.6	1	0
2762875	2485210	18	1	1	1	1	0	0.0	1.0	0	0
1416545	2490914	183	26	570	1	1	31	0.16939890710382513	21.923076923076923	12	16
4450642	512052	452	57	1	1	1	0	0.0	0.017543859649122806	0	0
2784786	3059178	295	27	665	1	1	0	0.0	24.62962962962963	16	0
1542723	4586016	181	66	285	1	1	0	0.0	4.318181818181818	0	0
2575584	133821	65	49	1294	1	1	0	0.0	26.408163265306122	4	0
3023130	2180775	6402	778	30	1	1	0	0.0	0.038560411311053984	2	0
187866	2788948	263	37	337	1	1	0	0.0	9.108108108108109	7	0
1426700	588058	140	18	49	1	1	0	0.0	2.7222222222222223	1	0
2483074	3288	63	80	20	1	1	0	0.0	0.25	1	0
1347380	2798422	69	75	10	1	1	5	0.07246376811594203	0.13333333333333333	2	8
2687161	4617274	211	44	206	1	1	6	0.02843601895734597	4.681818181818182	7	1
4858607	3967184	54	4	1	1	1	0	0.0	0.25	0	0
2572993	4550556	19	55	335	1	1	0	0.0	6.090909090909091	3	0
3828577	1563516	504	120	16	1	1	0	0.0	0.13333333333333333	12	0
574549	4163106	26	6	99	1	1	5	0.19230769230769232	16.5	4	3
3463741	1487202	3948	82	3	1	1	0	0.0	0.036585365853658534	1	0
146390	704933	2046	80	29	1	1	0	0.0	0.3625	2	0
2801302	524477	319	555	21	1	1	0	0.0	0.03783783783783784	3	0
1164630	500188	686	39	92	1	1	85	0.1239067055393586	2.358974358974359	24	4
2503686	3106095	2	1	4	1	1	0	0.0	4.0	0	0
4109624	1298272	437	118	184	1	1	0	0.0	1.5593220338983051	13	0
2665746	1787452	297	17	11	1	1	0	0.0	0.6470588235294118	1	0
600163	2436101	37	1	3	1	1	0	0.0	3.0	0	0
4841158	2124098	1607	194	11	1	1	0	0.0	0.05670103092783505	4	0
2930610	1435594	219	18	2	1	1	0	0.0	0.1111111111111111	0	0
1119006	796130	154	14	22	1	1	19	0.12337662337662338	1.5714285714285714	2	2
757810	854522	39	1	12	1	1	0	0.0	12.0	1	0
271405	4279172	742	142	34	1	1	0	0.0	0.23943661971830985	16	0
3441731	4209977	818	57	15	1	1	0	0.0	0.2631578947368421	3	0
2214261	1764893	194	254	37	1	1	0	0.0	0.14566929133858267	12	0
2614338	3095984	1078	132	9	1	1	0	0.0	0.06818181818181818	1	0
4856467	420215	845	75	2	1	1	0	0.0	0.02666666666666667	0	0
3602310	3069895	199	28	19	1	1	0	0.0	0.6785714285714286	4	0
3328066	4501433	223	17	7	1	1	0	0.0	0.4117647058823529	1	0
