Source	Sink	Source_Followings	Source_Followers	Sink_Followers	Real	Common_Followings	Com_Followings_Ratio	Followers_Ratio
3410072	3600103	321	17	8	1	0	0.0	0.47058823529411764
2376083	1804095	2	1	1	1	0	0.0	1.0
820476	3214893	822	113	1087	1	70	0.0851581508515815	9.619469026548673
713325	64448	34	31	309	1	1	0.029411764705882353	9.96774193548387
163870	2711416	60	6	1	1	0	0.0	0.16666666666666666
4524940	1143717	57	9	19	1	0	0.0	2.111111111111111
3703380	3835546	159	36	36	1	4	0.025157232704402517	1.0
3341107	3413786	34	4	6	1	0	0.0	1.5
4193047	4341925	1266	89	156	1	0	0.0	1.752808988764045
4735323	644886	114	52	287	1	0	0.0	5.519230769230769
775016	4693295	326	95	60	1	26	0.07975460122699386	0.631578947368421
3740149	573872	60	62	60	1	15	0.25	0.967741935483871
2206657	1870446	73	69	38	1	0	0.0	0.5507246376811594
4129372	2567324	395	61	74	1	0	0.0	1.2131147540983607
2200544	2027108	241	32	1172	1	70	0.29045643153526973	36.625
4799011	3771670	6	38	480	1	0	0.0	12.631578947368421
2373691	4803152	119	6	1	1	0	0.0	0.16666666666666666
667330	2817001	98	36	6	1	0	0.0	0.16666666666666666
3525229	1250764	381	189	7	1	0	0.0	0.037037037037037035
2237068	1702245	2206	211	469	1	0	0.0	2.2227488151658767
268451	4497774	292	61	2	1	1	0.003424657534246575	0.03278688524590164
849824	4852291	66	15	121	1	1	0.015151515151515152	8.066666666666666
732718	2572933	308	28	452	1	11	0.03571428571428571	16.142857142857142
4791406	2044318	206	84	134	1	0	0.0	1.5952380952380953
1343126	1620165	153	40	65	1	0	0.0	1.625
4313884	130898	864	68	49	1	0	0.0	0.7205882352941176
616984	2919442	37	3	1	1	0	0.0	0.3333333333333333
3469158	1436562	52	6	694	1	2	0.038461538461538464	115.66666666666667
4215761	984524	77	12	28	1	0	0.0	2.3333333333333335
2587544	604390	1055	111	44	1	0	0.0	0.3963963963963964
4853519	2853969	522	160	1051	1	42	0.08045977011494253	6.56875
663087	3325882	3410	551	345	1	0	0.0	0.6261343012704175
3941959	2092359	14	2	421	1	1	0.07142857142857142	210.5
3300806	4681321	517	46	22	1	0	0.0	0.4782608695652174
3381720	4084861	70	60	128	1	37	0.5285714285714286	2.1333333333333333
1747484	2431075	332	148	39	1	0	0.0	0.2635135135135135
2202417	540049	161	163	113	1	17	0.10559006211180125	0.6932515337423313
3522421	4050850	145	41	51	1	0	0.0	1.2439024390243902
3142503	2398894	135	7	2	1	0	0.0	0.2857142857142857
2922412	4309860	3629	464	24	1	0	0.0	0.05172413793103448
4705162	2428611	2	6	57	1	0	0.0	9.5
1887772	1739611	17	21	44	1	4	0.23529411764705882	2.0952380952380953
2733969	2915097	372	143	14	1	0	0.0	0.0979020979020979
4172298	581588	338	92	18	1	0	0.0	0.1956521739130435
2911269	2631532	20607	740	73	1	0	0.0	0.09864864864864865
805251	2197877	417	34	11	1	0	0.0	0.3235294117647059
3188415	3377733	1078	189	16	1	0	0.0	0.08465608465608465
1919500	1904406	159	19	18	1	0	0.0	0.9473684210526315
1747240	377146	89	10	7	1	0	0.0	0.7
1459296	2365339	129	13	2	1	0	0.0	0.15384615384615385
2085287	1055319	1199	61	347	1	0	0.0	5.688524590163935
1275582	2199988	435	31	5	1	0	0.0	0.16129032258064516
2021878	1012160	8	5	59	1	7	0.875	11.8
2539336	2828539	158	59	96	1	0	0.0	1.6271186440677967
2763877	2075015	436	77	2664	1	54	0.12385321100917432	34.5974025974026
1289166	1907049	90	4	1	1	0	0.0	0.25
632811	1354317	202	37	18	1	0	0.0	0.4864864864864865
4105945	2932519	47	12	530	1	3	0.06382978723404255	44.166666666666664
1821864	201301	264	39	106	1	0	0.0	2.717948717948718
4011312	2535295	26	7	21	1	5	0.19230769230769232	3.0
569240	4646905	54	64	3	1	0	0.0	0.046875
820476	3832364	822	113	1353	1	0	0.0	11.973451327433628
2360093	2538651	84	19	1	1	0	0.0	0.05263157894736842
1105493	2862019	4	137	903	1	0	0.0	6.591240875912408
4249273	2873388	3063	225	70	1	0	0.0	0.3111111111111111
3258271	2320172	240	81	2	1	0	0.0	0.024691358024691357
547939	3509903	95	12	1530	1	17	0.17894736842105263	127.5
91412	3588975	193	91	14	1	0	0.0	0.15384615384615385
2400794	885508	38	5	1	1	0	0.0	0.2
4107348	3918618	59	41	299	1	28	0.4745762711864407	7.2926829268292686
25871	1233542	1848	214	380	1	0	0.0	1.7757009345794392
4510122	4209215	410	76	215	1	12	0.02926829268292683	2.8289473684210527
2999674	4203573	47	4	1	1	0	0.0	0.25
1518991	2554450	139	13	91	1	0	0.0	7.0
4716655	2749118	103	52	54	1	20	0.1941747572815534	1.0384615384615385
4618437	4717522	743	372	913	1	46	0.06191117092866756	2.454301075268817
218698	2672578	99	43	736	1	14	0.1414141414141414	17.11627906976744
4581275	2852681	28	8	107	1	0	0.0	13.375
2439135	1115008	138	25	1	1	0	0.0	0.04
2615366	2340628	203	5	249	1	32	0.15763546798029557	49.8
1016317	2114344	572	83	3	1	0	0.0	0.03614457831325301
2249236	3957233	206	13	1	1	0	0.0	0.07692307692307693
660674	1942087	111	458	149	1	1	0.009009009009009009	0.32532751091703055
198776	4652564	169	32	1	1	0	0.0	0.03125
3839749	1362214	366	266	148	1	0	0.0	0.556390977443609
2059930	1169783	12	5	246	1	4	0.3333333333333333	49.2
1836086	1600900	100	21	282	1	9	0.09	13.428571428571429
1617409	4805288	81	8	53	1	0	0.0	6.625
2613814	1336450	1818	242	14	1	0	0.0	0.05785123966942149
3243039	893927	544	29	109	1	12	0.022058823529411766	3.7586206896551726
4628214	1497278	115	46	1869	1	22	0.19130434782608696	40.630434782608695
1213877	97028	44	9	619	1	21	0.4772727272727273	68.77777777777777
2615574	915448	133	1	2	1	0	0.0	2.0
1358075	4696176	228	37	521	1	19	0.08333333333333333	14.08108108108108
974734	3963322	6	3	1	1	0	0.0	0.3333333333333333
4796054	539723	4	19	53	1	3	0.75	2.789473684210526
4292786	3148412	457	73	57	1	0	0.0	0.7808219178082192
2206106	3557828	369	21	1	1	0	0.0	0.047619047619047616
873433	3186783	195	9	1	1	0	0.0	0.1111111111111111
3559275	2538609	39	4	377	1	3	0.07692307692307693	94.25
1455981	4576296	59	15	19	1	13	0.22033898305084745	1.2666666666666666
4721293	776764	158	27	7	1	0	0.0	0.25925925925925924
69306	3371843	254	187	19	1	48	0.1889763779527559	0.10160427807486631
3108039	1192547	57	32	69	1	0	0.0	2.15625
4407691	1366981	9	234	13	1	0	0.0	0.05555555555555555
4352292	2233192	139	22	11	1	0	0.0	0.5
3020256	3122640	511	97	57	1	0	0.0	0.5876288659793815
2101645	1501307	13	7	37	1	10	0.7692307692307693	5.285714285714286
2238602	269469	37	6	13	1	0	0.0	2.1666666666666665
72653	3308893	167	5	10	1	0	0.0	2.0
2262173	4045746	201	95	173	1	9	0.04477611940298507	1.8210526315789475
2598915	2330828	527	30	5	1	0	0.0	0.16666666666666666
3918669	2172902	160	130	2	1	0	0.0	0.015384615384615385
4652882	3856654	693	44	4	1	0	0.0	0.09090909090909091
3135952	1390821	593	56	21	1	0	0.0	0.375
4288474	3250744	86	7	1	1	0	0.0	0.14285714285714285
1345777	355833	1667	187	17	1	17	0.010197960407918417	0.09090909090909091
1158453	4144834	27	3	41	1	0	0.0	13.666666666666666
3612446	3473361	1944	32	129	1	0	0.0	4.03125
4224492	3537165	1308	123	179	1	0	0.0	1.4552845528455285
226013	4835247	187	30	663	1	1	0.0053475935828877	22.1
4123892	4582380	383	45	5	1	0	0.0	0.1111111111111111
2989104	899633	80	6	5	1	0	0.0	0.8333333333333334
1831642	842929	534	47	10	1	0	0.0	0.2127659574468085
960415	2962391	272	33	2532	1	8	0.029411764705882353	76.72727272727273
510477	4031004	89	15	24	1	0	0.0	1.6
1157186	4575690	15	39	88	1	9	0.6	2.2564102564102564
419362	4257074	5584	314	99	1	0	0.0	0.31528662420382164
166499	1850447	73	7	26	1	0	0.0	3.7142857142857144
2665660	3509903	126	9	1530	1	22	0.1746031746031746	170.0
1738937	3139400	274	14	4	1	0	0.0	0.2857142857142857
4251197	3750225	55	31	232	1	5	0.09090909090909091	7.483870967741935
2792349	4398694	1232	25	2	1	0	0.0	0.08
3003447	3996918	172	85	4	1	0	0.0	0.047058823529411764
641191	3166514	151	69	111	1	61	0.40397350993377484	1.608695652173913
249932	4390758	981	93	4	1	0	0.0	0.043010752688172046
2676255	2266856	10	10	2	1	0	0.0	0.2
1895439	1268467	613	270	2	1	0	0.0	0.007407407407407408
576373	1787940	751	54	2	1	0	0.0	0.037037037037037035
4653861	4616754	226	8	5	1	0	0.0	0.625
4583244	416770	237	26	709	1	3	0.012658227848101266	27.26923076923077
4436755	2340628	82	26	249	1	17	0.2073170731707317	9.576923076923077
2146554	3909070	290	84	90	1	30	0.10344827586206896	1.0714285714285714
4077796	1173694	301	237	34	1	0	0.0	0.14345991561181434
921141	3421047	27	11	4	1	0	0.0	0.36363636363636365
1824878	4360799	261	330	910	1	70	0.2681992337164751	2.757575757575758
1550552	3857942	45	7	6	1	0	0.0	0.8571428571428571
3770521	3364750	6	2	8	1	0	0.0	4.0
695505	2645085	2720	98	30	1	0	0.0	0.30612244897959184
117040	3105902	504	87	392	1	0	0.0	4.505747126436781
2642344	59603	29	10	283	1	0	0.0	28.3
4641209	4753304	247	21	2	1	0	0.0	0.09523809523809523
2468096	1978291	687	110	48	1	0	0.0	0.43636363636363634
921529	2172141	144	48	24	1	0	0.0	0.5
2665746	3022794	297	17	92	1	0	0.0	5.411764705882353
4458506	1001545	56	10	408	1	0	0.0	40.8
4439965	826370	93	31	31	1	12	0.12903225806451613	1.0
3873117	1888218	377	51	692	1	36	0.09549071618037135	13.568627450980392
1207815	1325277	30	17	71	1	9	0.3	4.176470588235294
880329	2757414	177	47	67	1	0	0.0	1.425531914893617
4526732	103101	148	24	116	1	26	0.17567567567567569	4.833333333333333
3294217	1358186	621	89	49	1	0	0.0	0.550561797752809
3933749	2819185	153	38	19	1	0	0.0	0.5
578843	1134726	177	54	38	1	0	0.0	0.7037037037037037
2940706	3431626	845	31	13	1	15	0.01775147928994083	0.41935483870967744
1731604	927130	86	16	201	1	0	0.0	12.5625
4725815	1149047	27	3	1	1	0	0.0	0.3333333333333333
3937867	4016232	177	22	41	1	0	0.0	1.8636363636363635
1927780	1260131	6230	420	163	1	0	0.0	0.3880952380952381
4809054	4099841	70	6	91	1	13	0.18571428571428572	15.166666666666666
3260109	3719023	176	542	125	1	0	0.0	0.23062730627306274
3661255	1501207	64	80	28	1	0	0.0	0.35
5908	2980119	438	80	154	1	68	0.1552511415525114	1.925
103101	4292033	522	116	17	1	0	0.0	0.14655172413793102
1251869	3301174	317	124	486	1	0	0.0	3.9193548387096775
2603370	1365761	161	10	4	1	0	0.0	0.4
1815643	1029490	222	42	67	1	30	0.13513513513513514	1.5952380952380953
860308	132925	147	19	6	1	0	0.0	0.3157894736842105
2836920	801874	383	68	64	1	0	0.0	0.9411764705882353
1828194	2763959	116	3	1	1	0	0.0	0.3333333333333333
3256180	746494	173	44	7	1	0	0.0	0.1590909090909091
3383201	388851	117	37	7	1	0	0.0	0.1891891891891892
396197	63405	409	48	83	1	0	0.0	1.7291666666666667
189347	3756410	2001	87	32	1	0	0.0	0.367816091954023
197541	4686654	1912	134	284	1	11	0.005753138075313808	2.1194029850746268
601795	120964	313	20	384	1	1	0.003194888178913738	19.2
2042896	3206499	160	23	1337	1	69	0.43125	58.130434782608695
4726377	3568234	17	772	218	1	0	0.0	0.2823834196891192
236400	4799138	114	25	1	1	0	0.0	0.04
2107297	3455778	11	34	94	1	0	0.0	2.764705882352941
3603896	2406183	19	2	1	1	0	0.0	0.5
4191410	55521	96437	1590	20	1	0	0.0	0.012578616352201259
511702	474875	1239	24	110	1	0	0.0	4.583333333333333
4855583	242709	209	65	34	1	0	0.0	0.5230769230769231
359225	660674	211	27	458	1	24	0.11374407582938388	16.962962962962962
1009285	2035141	35	194	47	1	0	0.0	0.2422680412371134
3540753	3884447	1499	140	2	1	0	0.0	0.014285714285714285
3977994	3379358	4	3	44	1	2	0.5	14.666666666666666
690695	2058715	135	80	5	1	0	0.0	0.0625
3812950	3109326	13	2	126	1	2	0.15384615384615385	63.0
4154740	2085859	1352	68	764	1	5	0.0036982248520710057	11.235294117647058
4144305	2995390	338	50	9	1	0	0.0	0.18
2889711	25593	226	25	1914	1	11	0.048672566371681415	76.56
252905	232875	4356	218	68	1	0	0.0	0.3119266055045872
1529061	514700	88	12	2	1	0	0.0	0.16666666666666666
4815919	547204	3361	367	2	1	0	0.0	0.005449591280653951
3238429	4171423	223	21	26	1	0	0.0	1.2380952380952381
2609765	4259219	79	3	55	1	0	0.0	18.333333333333332
3070849	3291871	2913	83	218	1	0	0.0	2.6265060240963853
3338112	1498399	409	25	21	1	0	0.0	0.84
3202225	3319415	103	79	90	1	0	0.0	1.139240506329114
3625407	2146155	79	44	1	1	0	0.0	0.022727272727272728
4007870	3453522	126	15	77	1	0	0.0	5.133333333333334
596601	3751747	249	178	23	1	0	0.0	0.12921348314606743
1737846	3216859	32	467	128	1	15	0.46875	0.2740899357601713
4095732	3619443	245	17	1	1	0	0.0	0.058823529411764705
1228333	2569753	171	27	2	1	0	0.0	0.07407407407407407
3060714	3114516	6	1783	21	1	0	0.0	0.011777902411665733
1879594	686846	1761	277	893	1	0	0.0	3.223826714801444
3740565	558855	124	7	1	1	0	0.0	0.14285714285714285
1726806	1796194	20	24	314	1	11	0.55	13.083333333333334
4241043	1579943	327	117	11	1	0	0.0	0.09401709401709402
954252	2203837	382	25	13	1	0	0.0	0.52
1801941	2884063	33	4	2	1	0	0.0	0.5
951323	3974683	385	37	386	1	0	0.0	10.432432432432432
2647186	3132939	64	3	1196	1	12	0.1875	398.6666666666667
2159244	97431	1434	102	61	1	0	0.0	0.5980392156862745
3793818	391060	5	8	149	1	0	0.0	18.625
3131838	3877835	1225	107	594	1	50	0.04081632653061224	5.5514018691588785
3187537	4755260	161	51	1	1	0	0.0	0.0196078431372549
1727464	720158	1073	267	475	1	22	0.02050326188257223	1.7790262172284643
395570	2075015	1	38	2664	1	0	0.0	70.10526315789474
26387	1843336	1	3	43	1	0	0.0	14.333333333333334
125780	4236432	295	16	2	1	0	0.0	0.125
2534205	3109969	273	18	1	1	0	0.0	0.05555555555555555
34820	4589805	292	34	28	1	0	0.0	0.8235294117647058
573385	1632760	645	5	2	1	0	0.0	0.4
386424	185113	7871	131	225	1	0	0.0	1.717557251908397
4671379	3252783	59	239	38	1	5	0.0847457627118644	0.1589958158995816
361332	3921351	134	59	3	1	0	0.0	0.05084745762711865
222416	1737556	159	34	31	1	0	0.0	0.9117647058823529
2851923	1540202	1496	242	38	1	0	0.0	0.15702479338842976
1701884	1872910	254	13	182	1	5	0.01968503937007874	14.0
3133399	1461417	740	44	10	1	0	0.0	0.22727272727272727
1581489	852462	18	9	1	1	0	0.0	0.1111111111111111
4355667	1929085	2	18	139	1	0	0.0	7.722222222222222
40000	371379	1225	93	2294	1	50	0.04081632653061224	24.666666666666668
1810293	4281925	76	5	1	1	0	0.0	0.2
3730035	391923	40	6	4	1	0	0.0	0.6666666666666666
2119514	763688	332	176	368	1	0	0.0	2.090909090909091
3849126	4344134	227	10	28	1	0	0.0	2.8
2493193	2882194	34	5	4	1	0	0.0	0.8
3656459	725786	38	8	1	1	0	0.0	0.125
850536	3241284	98	86	98	1	0	0.0	1.1395348837209303
3422950	821960	287	50	21	1	0	0.0	0.42
1637716	3575966	7	4	221	1	3	0.42857142857142855	55.25
3920050	4797058	71	14	18	1	0	0.0	1.2857142857142858
1549562	2706224	348	86	8	1	0	0.0	0.09302325581395349
51054	3319851	118	17	6	1	0	0.0	0.35294117647058826
3736564	1093363	1935	83	1	1	0	0.0	0.012048192771084338
211450	3539265	227	9	16	1	0	0.0	1.7777777777777777
3279717	296301	233	15	8	1	0	0.0	0.5333333333333333
3964281	1556337	154	252	1177	1	41	0.2662337662337662	4.670634920634921
3024682	3033207	900	7	1	1	0	0.0	0.14285714285714285
3512824	1395563	83	5	6	1	0	0.0	1.2
4202576	1234914	10697	600	102	1	0	0.0	0.17
2727964	1809926	220	17	2452	1	6	0.02727272727272727	144.23529411764707
2112582	4209932	659	41	56	1	0	0.0	1.3658536585365855
2174769	2189067	455	131	356	1	18	0.03956043956043956	2.717557251908397
4565869	1865990	424	49	663	1	0	0.0	13.53061224489796
2150273	3644731	6442	649	29	1	0	0.0	0.04468412942989214
1562387	2534753	410	17	2	1	0	0.0	0.11764705882352941
978341	3215799	10066	604	26	1	0	0.0	0.04304635761589404
2772892	2724231	836	120	405	1	0	0.0	3.375
3396988	2483991	125	1	161	1	2	0.016	161.0
1755405	308788	80	26	44	1	0	0.0	1.6923076923076923
1007809	2998451	11	19	143	1	1	0.09090909090909091	7.526315789473684
2095684	3282078	235	74	5	1	0	0.0	0.06756756756756757
2539712	4715501	80	38	176	1	6	0.075	4.631578947368421
4038309	1891127	43	360	113	1	15	0.3488372093023256	0.3138888888888889
3010933	4368300	652	121	16	1	0	0.0	0.1322314049586777
2636696	4799966	64	17	557	1	25	0.390625	32.76470588235294
83832	558724	16	4	12	1	0	0.0	3.0
167609	233361	460	52	314	1	0	0.0	6.038461538461538
2549432	927581	269	413	38	1	0	0.0	0.09200968523002422
512486	181824	48	14	6	1	0	0.0	0.42857142857142855
1698389	3724421	77	32	24	1	0	0.0	0.75
2782732	4012098	1004	48	2	1	0	0.0	0.041666666666666664
2240779	1631523	178	42	32	1	0	0.0	0.7619047619047619
3977529	508103	142	9	39	1	0	0.0	4.333333333333333
2801037	4268239	6	2	1117	1	0	0.0	558.5
3525229	3753964	381	189	30	1	6	0.015748031496062992	0.15873015873015872
4494577	4030785	1053	92	38	1	0	0.0	0.41304347826086957
1471685	466667	25550	1681	442	1	1414	0.055342465753424656	0.2629387269482451
2979588	1824031	166	51	52	1	13	0.0783132530120482	1.0196078431372548
666439	4018118	127	35	5	1	0	0.0	0.14285714285714285
3059686	1195624	4530	460	51	1	0	0.0	0.1108695652173913
3887538	486323	27	6	158	1	2	0.07407407407407407	26.333333333333332
2670782	612424	219	68	84	1	0	0.0	1.2352941176470589
1086877	2886167	1333	193	56	1	0	0.0	0.29015544041450775
2040749	1420943	3834	596	46	1	51	0.013302034428794992	0.07718120805369127
3742930	4106491	22242	410	52	1	0	0.0	0.12682926829268293
2330927	2136664	47	40	21	1	0	0.0	0.525
2990432	594536	44	59	2	1	0	0.0	0.03389830508474576
4386808	2048927	32	4	2	1	0	0.0	0.5
3577692	187379	77	73	267	1	0	0.0	3.6575342465753424
1836934	2832704	317	53	57	1	0	0.0	1.0754716981132075
4624712	244962	95	22	4	1	0	0.0	0.18181818181818182
2938068	1170669	4178	112	165	1	0	0.0	1.4732142857142858
696799	960137	59	14	12	1	0	0.0	0.8571428571428571
3808839	307250	151	63	919	1	12	0.07947019867549669	14.587301587301587
2605827	2794818	1	2	17	1	0	0.0	8.5
24443	1135925	288	7	33	1	0	0.0	4.714285714285714
408775	4212129	65	13	574	1	0	0.0	44.15384615384615
1736555	4258716	829	60	50	1	0	0.0	0.8333333333333334
1028920	4855480	1053	194	2921	1	17	0.016144349477682812	15.056701030927835
4842223	2611026	121	48	245	1	2	0.01652892561983471	5.104166666666667
4426102	4057787	458	119	88	1	0	0.0	0.7394957983193278
1015054	1519738	18	1	1	1	0	0.0	1.0
3236012	3587794	31	1	1	1	0	0.0	1.0
4168432	1406324	934	52	55	1	0	0.0	1.0576923076923077
568609	2206041	1180	116	101	1	0	0.0	0.8706896551724138
3910599	2586149	724	206	826	1	0	0.0	4.009708737864078
1780719	2325076	93	6	1	1	0	0.0	0.16666666666666666
1450580	2029470	363	53	3	1	0	0.0	0.05660377358490566
2280158	2671455	68	58	120	1	36	0.5294117647058824	2.0689655172413794
3585698	2371775	77	15	13	1	0	0.0	0.8666666666666667
513747	3243777	303	335	62	1	0	0.0	0.18507462686567164
1642305	1414616	2080	58	8	1	0	0.0	0.13793103448275862
4424632	842938	304	140	15	1	0	0.0	0.10714285714285714
2630708	3587056	336	317	172	1	0	0.0	0.5425867507886435
4203262	2862019	61	28	903	1	8	0.13114754098360656	32.25
1154430	1831198	1425	155	450	1	176	0.12350877192982457	2.903225806451613
4287945	3529431	69	36	52	1	43	0.6231884057971014	1.4444444444444444
1103446	888102	92	2	21	1	0	0.0	10.5
572112	4798729	142	15	117	1	0	0.0	7.8
1873375	1603289	204	66	360	1	47	0.23039215686274508	5.454545454545454
970613	3746249	142	137	5	1	0	0.0	0.0364963503649635
1998843	4016830	921	90	3	1	0	0.0	0.03333333333333333
3840131	1118440	217	26	786	1	0	0.0	30.23076923076923
3458198	3817783	4425	60	20	1	0	0.0	0.3333333333333333
3045000	227891	81	5	171	1	0	0.0	34.2
343783	655208	32	11	11	1	0	0.0	1.0
3996950	342304	76	34	11	1	0	0.0	0.3235294117647059
3935366	3628797	3803	377	231	1	0	0.0	0.6127320954907162
2033080	985965	20	7	12	1	3	0.15	1.7142857142857142
3270355	282129	231	125	146	1	61	0.26406926406926406	1.168
2943895	1726071	29	16	313	1	0	0.0	19.5625
1050083	1684827	15	2	2	1	0	0.0	1.0
283687	151344	1	2	106	1	0	0.0	53.0
4723320	2851163	915	250	481	1	91	0.0994535519125683	1.924
2829410	1436562	141	37	694	1	8	0.05673758865248227	18.756756756756758
4628356	1932700	67	7	9	1	0	0.0	1.2857142857142858
939339	1735993	1157	36	184	1	0	0.0	5.111111111111111
2202786	3196356	942	92	1	1	0	0.0	0.010869565217391304
1027486	1425877	383	782	5	1	0	0.0	0.00639386189258312
3085835	1438772	113	7	2	1	0	0.0	0.2857142857142857
279538	4125073	472	59	46	1	0	0.0	0.7796610169491526
4064173	1689502	1	131	63	1	0	0.0	0.48091603053435117
2216254	1527218	215	70	185	1	0	0.0	2.642857142857143
1414740	1660164	68	10	3	1	0	0.0	0.3
2354155	4021963	69	7	9	1	0	0.0	1.2857142857142858
3343693	1820103	416	24	248	1	0	0.0	10.333333333333334
1836275	1464580	673	143	17	1	0	0.0	0.11888111888111888
4389651	1727725	48	45	12	1	0	0.0	0.26666666666666666
3133671	3117551	226	155	801	1	0	0.0	5.167741935483871
1244084	2962100	510	38	10	1	0	0.0	0.2631578947368421
4173567	4687916	240	42	20	1	0	0.0	0.47619047619047616
1411176	4563363	269	72	56	1	0	0.0	0.7777777777777778
888590	2359157	422	95	44	1	0	0.0	0.4631578947368421
4048993	863838	162	34	9	1	0	0.0	0.2647058823529412
168607	3367289	71	84	553	1	19	0.2676056338028169	6.583333333333333
1389247	2377584	466	7	5	1	0	0.0	0.7142857142857143
2549544	2788165	138	10	8	1	0	0.0	0.8
1730742	2146420	224	88	5	1	0	0.0	0.056818181818181816
161946	3288535	834	107	7	1	0	0.0	0.06542056074766354
2241774	2260014	78	9	2466	1	30	0.38461538461538464	274.0
4025713	3372109	47	17	108	1	15	0.3191489361702128	6.352941176470588
1216277	109990	34	12	47	1	0	0.0	3.9166666666666665
1117077	2939938	467	28	262	1	0	0.0	9.357142857142858
1977657	1527192	1990	141	128	1	0	0.0	0.9078014184397163
1931826	3007340	160	25	10	1	0	0.0	0.4
4640946	4511449	72	21	17	1	0	0.0	0.8095238095238095
2711750	4520863	178	13	3432	1	11	0.06179775280898876	264.0
2411667	940945	229	23	45	1	0	0.0	1.9565217391304348
3961479	2768125	101	8	307	1	0	0.0	38.375
2064263	279894	504	69	6	1	0	0.0	0.08695652173913043
1012730	3274963	18	1	2	1	0	0.0	2.0
2856337	572539	240	28	1	1	0	0.0	0.03571428571428571
1998632	4467395	57	21	2084	1	19	0.3333333333333333	99.23809523809524
219155	2234504	3947	149	46	1	0	0.0	0.3087248322147651
4632897	2148649	395	56	139	1	0	0.0	2.482142857142857
1831296	8187	115	25	2	1	0	0.0	0.08
725974	3546411	2505	83	67	1	0	0.0	0.8072289156626506
4826942	4335089	87	49	3	1	0	0.0	0.061224489795918366
4040315	227421	93	2	1	1	0	0.0	0.5
1114780	1641288	86	6	204	1	0	0.0	34.0
3139742	3044352	1476	87	2	1	0	0.0	0.022988505747126436
2527123	2900082	310	13	99	1	0	0.0	7.615384615384615
2534882	3988879	3	1	1	1	0	0.0	1.0
4676359	2890596	13	1	2	1	0	0.0	2.0
3164098	1185294	404	87	11	1	0	0.0	0.12643678160919541
4570104	4031721	105	6	1	1	0	0.0	0.16666666666666666
3875269	313511	633	249	20	1	0	0.0	0.08032128514056225
3408880	2862019	18	58	903	1	5	0.2777777777777778	15.568965517241379
3749479	1023607	552	163	115	1	0	0.0	0.7055214723926381
3097424	4137647	302	10	179	1	0	0.0	17.9
4170094	1558805	227	33	268	1	0	0.0	8.121212121212121
2194773	2892437	195	71	2	1	0	0.0	0.028169014084507043
253406	2531684	2002	185	28	1	0	0.0	0.15135135135135136
4221988	901676	248	15	73	1	0	0.0	4.866666666666666
3476834	3389484	353	29	79	1	0	0.0	2.7241379310344827
3964281	222666	154	252	72	1	13	0.08441558441558442	0.2857142857142857
4730593	2701221	62	8	27	1	0	0.0	3.375
3702063	365587	116	20	19	1	0	0.0	0.95
1794799	3119726	886	182	299	1	129	0.1455981941309255	1.6428571428571428
2431613	2108438	54	2	8	1	0	0.0	4.0
4821038	1677990	346	173	62	1	0	0.0	0.3583815028901734
4035124	795645	1496	77	97	1	0	0.0	1.2597402597402598
2121745	533797	52	12	7	1	0	0.0	0.5833333333333334
2409567	1006231	682	81	1	1	0	0.0	0.012345679012345678
3973316	4745466	1670	97	1	1	0	0.0	0.010309278350515464
4352121	4809904	27	99	31	1	0	0.0	0.31313131313131315
